PLAYERNUMBER,KEEPING,TACKLING,PASSING,SHOOTING,PACE,HEADING,STAMINA,SETPIECES,BALLCONTROL
 1060, 12, 32, 50, 40, 85, 37, 79, 46, 50
 1458, 15, 48, 75, 48, 85, 57, 84, 64, 76
  325, 16, 69, 49, 32, 84, 65, 85, 56, 56
 1678, 12, 24, 35, 56, 79, 48, 73, 49, 51
 1278, 17, 52, 85, 52, 77, 64, 70, 67, 81
 1372, 15, 30, 52, 79, 86, 74, 87, 72, 65
 1259, 17, 63, 71, 43, 81, 52, 79, 65, 70
  855, 11, 24, 47, 55, 88, 40, 78, 46, 50
  310, 17, 52, 75, 51, 81, 51, 79, 62, 67
  322, 67, 30, 30, 16, 76, 34, 72, 43, 31
 1032, 13, 70, 45, 30, 82, 55, 83, 49, 51
  898, 14, 51, 34, 23, 75, 50, 76, 43, 35
 1168, 17, 47, 74, 47, 81, 57, 82, 60, 73
 1725, 17, 54, 75, 54, 82, 60, 82, 70, 75
  806, 14, 22, 36, 53, 80, 45, 79, 46, 48
  802, 13, 39, 47, 29, 80, 38, 81, 43, 48
   65, 74, 31, 34, 15, 74, 33, 69, 46, 31
  714, 62, 30, 28, 17, 64, 30, 61, 41, 29
 1397, 14, 70, 51, 33, 71, 62, 57, 54, 52
 1705, 14, 73, 48, 50, 68, 69, 53, 53, 57
 1700, 77, 30, 31, 17, 80, 32, 81, 42, 30
 1245, 16, 53, 74, 52, 85, 55, 85, 67, 74
 1161, 76, 30, 29, 17, 73, 30, 66, 41, 30
 1689, 15, 81, 51, 55, 74, 73, 63, 55, 60
  829, 14, 60, 44, 26, 85, 48, 83, 51, 42
   42, 66, 29, 29, 15, 72, 32, 59, 41, 31
  790, 14, 59, 37, 25, 78, 54, 72, 43, 42
  363, 17, 75, 54, 32, 81, 62, 82, 52, 52
  110, 17, 70, 53, 34, 75, 64, 72, 54, 57
   34, 17, 31, 51, 70, 83, 63, 84, 63, 63
 1311, 81, 31, 31, 17, 75, 33, 67, 41, 31
  937, 14, 27, 45, 71, 80, 56, 84, 50, 54
  814, 12, 65, 42, 25, 82, 53, 82, 48, 45
 1050, 11, 59, 36, 25, 80, 47, 80, 46, 38
  805, 11, 23, 48, 56, 78, 37, 75, 46, 49
 1224, 18, 48, 81, 69, 83, 63, 81, 68, 79
   49, 15, 48, 76, 48, 81, 52, 74, 60, 66
  860, 13, 50, 62, 38, 75, 48, 76, 61, 67
   44, 14, 28, 46, 59, 86, 61, 86, 59, 58
 1199, 14, 71, 50, 32, 80, 65, 75, 55, 54
 1726, 18, 54, 78, 53, 83, 57, 85, 70, 76
  365, 15, 76, 52, 31, 82, 62, 81, 51, 52
 1210, 16, 47, 76, 51, 78, 57, 67, 64, 73
  948, 14, 26, 38, 70, 88, 55, 79, 53, 55
 1434, 18, 74, 53, 32, 82, 69, 85, 56, 55
 1319, 15, 70, 48, 32, 80, 64, 78, 54, 54
 1043, 12, 32, 65, 58, 85, 45, 73, 53, 65
  724, 14, 34, 64, 56, 88, 43, 84, 56, 65
  891, 12, 59, 36, 27, 70, 50, 58, 50, 38
 1248, 16, 32, 64, 73, 82, 54, 76, 65, 64
 1553, 15, 30, 49, 75, 73, 67, 62, 69, 64
  208, 14, 63, 70, 44, 78, 52, 74, 65, 70
  773, 12, 23, 39, 56, 88, 46, 77, 44, 47
 1567, 16, 44, 74, 66, 79, 57, 71, 66, 73
 1022, 14, 42, 59, 39, 79, 40, 73, 50, 54
 1191, 17, 69, 49, 32, 77, 61, 68, 50, 53
 1548, 15, 42, 72, 62, 74, 52, 61, 62, 70
   58, 89, 37, 37, 18, 78, 35, 75, 52, 35
 1001, 13, 27, 56, 49, 79, 45, 85, 48, 54
 1498, 17, 71, 50, 34, 81, 67, 79, 57, 54
 1530, 16, 52, 82, 50, 83, 62, 82, 66, 81
 1024, 13, 24, 53, 61, 77, 45, 70, 45, 49
 1523, 16, 75, 52, 31, 78, 71, 75, 53, 59
 1014, 14, 54, 41, 27, 78, 48, 76, 43, 44
 1520, 73, 31, 31, 14, 60, 32, 47, 43, 33
 1023, 14, 31, 60, 53, 81, 41, 76, 45, 60
  405, 14, 30, 48, 75, 86, 61, 87, 61, 58
   22, 16, 32, 50, 77, 80, 71, 77, 63, 61
 1017, 14, 40, 59, 40, 85, 42, 76, 51, 55
 1443, 17, 31, 64, 73, 75, 56, 59, 66, 66
  756, 59, 28, 27, 16, 74, 26, 75, 37, 29
  207, 69, 31, 32, 16, 68, 29, 61, 40, 31
  309, 17, 46, 73, 51, 83, 52, 83, 61, 69
 1578, 17, 54, 78, 53, 80, 57, 76, 71, 75
 1312, 69, 30, 31, 17, 72, 31, 65, 43, 30
 1528, 17, 52, 70, 50, 72, 55, 61, 65, 70
  113, 18, 78, 52, 57, 81, 70, 80, 57, 62
 1438, 17, 54, 74, 51, 82, 57, 81, 66, 74
 1682, 80, 32, 33, 18, 80, 31, 78, 46, 33
 1051, 14, 57, 38, 27, 79, 45, 73, 40, 42
  899, 14, 53, 37, 24, 72, 49, 66, 36, 41
  737, 15, 62, 40, 29, 76, 59, 81, 50, 43
 1063, 13, 24, 37, 55, 87, 48, 84, 46, 47
 1121, 16, 73, 47, 32, 76, 68, 71, 49, 56
  980, 13, 36, 49, 40, 80, 36, 79, 48, 48
  831, 15, 63, 41, 28, 75, 60, 83, 42, 48
  892, 11, 59, 38, 28, 78, 62, 87, 44, 40
  936, 14, 28, 49, 61, 84, 45, 81, 47, 51
   32, 14, 69, 48, 30, 80, 60, 81, 52, 50
   28, 70, 32, 32, 14, 74, 31, 73, 42, 31
  969, 12, 59, 38, 27, 71, 47, 66, 38, 40
 1078, 12, 30, 62, 52, 91, 43, 84, 50, 54
   53, 16, 74, 49, 32, 76, 66, 65, 55, 56
   60, 18, 53, 86, 75, 79, 68, 71, 80, 88
  845, 15, 25, 44, 54, 82, 44, 77, 50, 50
 1252, 15, 80, 51, 34, 76, 62, 73, 53, 58
  324, 17, 73, 49, 31, 83, 61, 84, 53, 50
  154, 59, 30, 30, 14, 70, 28, 66, 37, 29
  371, 16, 46, 75, 67, 84, 56, 83, 64, 70
 1722, 18, 76, 55, 35, 79, 70, 71, 58, 56
 1691, 17, 50, 76, 49, 78, 58, 70, 66, 75
   54, 16, 43, 79, 70, 82, 54, 83, 64, 68
  187, 60, 29, 27, 14, 73, 30, 72, 39, 27
 1091, 14, 71, 44, 29, 75, 65, 72, 46, 54
 1671, 12, 62, 38, 45, 77, 57, 75, 40, 47
  175, 17, 69, 50, 50, 76, 60, 70, 53, 51
  285, 13, 28, 45, 67, 73, 56, 67, 55, 55
  945, 12, 33, 65, 57, 77, 46, 74, 46, 60
 1058, 12, 35, 50, 39, 77, 39, 75, 43, 54
 1215, 15, 77, 53, 33, 78, 69, 71, 60, 59
  807, 60, 25, 27, 16, 73, 27, 78, 35, 30
 1073, 15, 56, 42, 27, 80, 52, 80, 42, 47
 1061, 11, 25, 38, 57, 89, 46, 81, 45, 49
  761, 11, 37, 58, 41, 83, 43, 84, 45, 58
 1532, 17, 44, 70, 59, 73, 55, 60, 64, 71
  755, 15, 26, 41, 59, 88, 52, 86, 54, 52
 1165, 15, 65, 48, 47, 78, 60, 73, 51, 51
  772, 11, 23, 35, 57, 85, 44, 81, 43, 46
  200, 18, 75, 53, 33, 80, 64, 73, 58, 55
 1365, 17, 75, 51, 54, 73, 70, 63, 53, 57
 1175, 14, 31, 56, 65, 84, 52, 83, 61, 59
 1716, 15, 33, 56, 69, 87, 55, 87, 62, 65
 1486, 17, 52, 79, 52, 76, 64, 72, 64, 79
  153, 16, 30, 55, 63, 82, 49, 76, 52, 52
 1538, 15, 69, 49, 31, 76, 64, 73, 55, 52
  157, 13, 65, 42, 30, 70, 60, 58, 49, 48
  396, 16, 34, 54, 74, 74, 68, 61, 67, 66
  985, 11, 24, 52, 60, 87, 36, 87, 45, 46
 1182, 16, 71, 49, 32, 84, 64, 80, 53, 54
  931, 13, 49, 60, 34, 78, 49, 73, 52, 62
 1030, 14, 64, 45, 27, 84, 57, 82, 54, 47
 1214, 16, 85, 53, 35, 80, 79, 77, 58, 66
  177, 16, 78, 53, 33, 77, 69, 74, 54, 60
  991, 14, 49, 57, 34, 90, 42, 89, 47, 61
  336, 14, 29, 48, 69, 87, 59, 83, 62, 61
 1473, 17, 52, 72, 49, 76, 54, 69, 67, 71
 1257, 14, 76, 48, 33, 81, 67, 77, 54, 58
  224, 14, 26, 58, 66, 85, 40, 83, 49, 51
 1482, 15, 31, 68, 82, 73, 60, 61, 75, 65
 1206, 16, 41, 70, 61, 81, 53, 81, 62, 71
 1559, 15, 74, 53, 32, 72, 68, 62, 58, 56
  900, 13, 51, 33, 26, 76, 46, 77, 41, 35
   81, 19, 35, 74, 88, 78, 65, 72, 78, 70
 1324, 16, 72, 50, 31, 81, 64, 81, 53, 54
   95, 15, 69, 54, 31, 82, 67, 81, 55, 57
   98, 16, 34, 53, 68, 85, 62, 85, 65, 67
   80, 19, 48, 81, 68, 78, 65, 72, 71, 81
  146, 15, 42, 68, 57, 72, 51, 59, 62, 66
  995, 13, 49, 55, 32, 83, 41, 72, 47, 55
   55, 14, 32, 47, 73, 84, 58, 79, 62, 61
   61, 16, 55, 91, 59, 84, 59, 80, 75, 77
  902, 12, 42, 49, 28, 75, 36, 65, 44, 47
 1072, 13, 64, 43, 26, 72, 48, 63, 40, 49
  798, 47, 22, 23, 11, 55, 25, 50, 32, 25
 1707, 16, 50, 71, 47, 81, 52, 72, 63, 71
  803, 11, 28, 52, 45, 81, 36, 76, 45, 53
 1122, 14, 66, 45, 29, 81, 61, 80, 50, 50
  809, 13, 69, 44, 29, 75, 51, 73, 45, 44
 1284, 14, 31, 62, 75, 83, 56, 80, 69, 68
   15, 18, 51, 76, 52, 84, 51, 82, 64, 67
  728, 13, 65, 44, 28, 83, 54, 81, 48, 48
  858, 13, 24, 44, 53, 79, 35, 66, 48, 46
  823, 67, 27, 27, 15, 65, 25, 61, 34, 26
 1294, 16, 32, 64, 79, 86, 60, 87, 71, 62
 1539, 78, 30, 31, 15, 79, 29, 80, 42, 32
 1200, 14, 79, 48, 30, 83, 72, 79, 55, 61
 1400, 15, 79, 49, 54, 76, 72, 71, 51, 59
 1118, 66, 31, 31, 16, 62, 30, 52, 41, 31
 1583, 15, 34, 55, 75, 84, 68, 83, 69, 68
    4, 16, 32, 49, 70, 82, 62, 82, 59, 59
  356, 16, 67, 51, 31, 77, 68, 70, 53, 52
  779, 13, 68, 46, 29, 81, 53, 78, 44, 43
  765, 12, 59, 36, 24, 72, 52, 72, 37, 40
 1727, 17, 46, 78, 67, 75, 57, 69, 69, 77
  192, 16, 30, 50, 65, 88, 58, 86, 61, 62
 1031, 16, 51, 62, 42, 72, 46, 74, 54, 65
  171, 13, 66, 46, 31, 81, 56, 80, 46, 45
 1267, 16, 32, 57, 69, 85, 52, 84, 63, 63
 1560, 16, 74, 52, 34, 79, 69, 75, 58, 57
 1479, 18, 30, 52, 74, 83, 66, 73, 67, 64
  752, 13, 41, 62, 42, 74, 44, 70, 47, 55
  121, 16, 48, 70, 51, 72, 53, 63, 58, 63
   35, 17, 30, 60, 74, 85, 52, 83, 60, 61
 1351, 16, 32, 47, 71, 80, 63, 74, 62, 62
 1049, 11, 48, 54, 30, 81, 37, 81, 46, 48
  974, 13, 55, 37, 25, 80, 50, 74, 39, 38
  872, 15, 44, 54, 30, 75, 39, 74, 52, 49
  747, 14, 60, 38, 28, 78, 52, 74, 48, 43
  249, 15, 84, 51, 32, 73, 65, 59, 56, 64
   56, 13, 47, 69, 48, 82, 53, 80, 62, 68
   85, 15, 77, 55, 34, 73, 71, 64, 58, 58
 1260, 17, 43, 74, 65, 80, 57, 80, 64, 73
  868, 12, 46, 57, 30, 80, 35, 76, 51, 51
  316, 13, 50, 62, 39, 76, 46, 72, 60, 64
  978, 12, 39, 48, 31, 81, 40, 80, 44, 54
  108, 18, 32, 53, 75, 82, 64, 78, 63, 65
 1056, 12, 42, 52, 32, 83, 39, 81, 46, 54
  888, 12, 38, 67, 58, 81, 48, 71, 50, 57
  878, 11, 48, 33, 22, 72, 43, 64, 35, 34
   72, 14, 69, 50, 33, 79, 64, 76, 54, 54
 1723, 15, 86, 54, 61, 82, 79, 79, 59, 67
  942, 14, 46, 56, 32, 73, 39, 75, 47, 57
  848, 12, 47, 56, 33, 78, 42, 77, 53, 55
 1604, 17, 48, 78, 49, 79, 60, 76, 65, 77
 1696, 15, 30, 51, 76, 85, 68, 82, 69, 64
  880, 11, 59, 34, 24, 81, 46, 71, 42, 37
  321, 16, 74, 50, 34, 81, 61, 77, 55, 52
 1638, 17, 43, 69, 57, 71, 51, 62, 65, 68
  906, 12, 25, 37, 46, 81, 38, 84, 42, 43
 1321, 14, 50, 77, 49, 84, 61, 82, 65, 79
 1003, 14, 26, 47, 57, 86, 41, 74, 49, 47
 1681, 15, 25, 49, 58, 78, 42, 70, 52, 48
 1474, 16, 52, 72, 51, 83, 54, 84, 64, 71
  973, 12, 51, 31, 23, 70, 45, 70, 39, 38
  289, 16, 69, 51, 31, 77, 60, 72, 53, 52
 1298, 15, 70, 47, 30, 75, 63, 71, 53, 51
  923, 12, 25, 39, 57, 79, 58, 87, 49, 52
 1442, 16, 45, 75, 61, 78, 58, 70, 66, 76
 1138, 14, 42, 71, 44, 83, 54, 85, 55, 69
 1226, 15, 33, 54, 75, 79, 68, 73, 68, 69
  912, 14, 49, 59, 39, 85, 44, 85, 54, 57
   10, 18, 83, 94, 49, 87, 72, 87, 77, 90
   78, 17, 30, 51, 77, 80, 62, 74, 62, 61
   21, 15, 49, 73, 50, 86, 51, 82, 63, 69
