PLAYERNUMBER,KEEPING,TACKLING,PASSING,SHOOTING,PACE,HEADING,STAMINA,SETPIECES,BALLCONTROL
 3065, 15, 31, 56, 49, 77, 44, 69, 50, 55
 3338, 45, 24, 24,  9, 69, 24, 70, 31, 23
 1151, 17, 69, 47, 28, 83, 66, 78, 53, 58
  973, 15, 49, 77, 52, 86, 52, 75, 65, 78
 3805, 18, 51, 78, 64, 87, 61, 81, 70, 78
  986, 56, 24, 26, 11, 64, 26, 57, 28, 24
  261, 18, 65, 77, 53, 75, 61, 68, 79, 73
 1232, 14, 63, 71, 39, 78, 50, 71, 62, 72
 3836, 16, 32, 55, 71, 85, 70, 79, 66, 68
  236, 17, 86, 60, 33, 80, 76, 78, 62, 61
 1641, 13, 26, 51, 42, 76, 37, 74, 43, 46
 3304, 12, 23, 35, 42, 77, 39, 72, 42, 41
 3404, 47, 25, 23, 11, 71, 24, 75, 29, 25
 2097, 42, 24, 22,  9, 64, 25, 60, 26, 26
 3426, 13, 25, 35, 50, 85, 47, 81, 46, 45
 2139, 13, 22, 33, 52, 87, 46, 79, 47, 43
 2093, 13, 22, 32, 49, 81, 42, 71, 45, 40
 1691, 16, 32, 56, 78, 88, 70, 83, 72, 61
 3239, 13, 59, 40, 40, 78, 49, 81, 43, 41
 2144, 66, 29, 32, 15, 70, 28, 65, 35, 30
 3347, 11, 21, 40, 49, 79, 33, 73, 41, 44
 3384, 11, 24, 48, 58, 85, 40, 85, 48, 49
 1383, 10, 45, 51, 30, 83, 34, 80, 36, 42
 2325,  9, 36, 42, 25, 76, 30, 83, 42, 47
  410, 15, 48, 85, 72, 87, 57, 75, 66, 81
 3328, 15, 26, 43, 53, 82, 40, 80, 52, 49
  559, 55, 27, 26, 13, 66, 24, 62, 32, 25
 3509, 12, 39, 50, 38, 82, 42, 72, 47, 57
 1446, 12, 57, 64, 35, 86, 49, 76, 58, 67
 1453, 13, 27, 49, 56, 77, 43, 72, 50, 53
 3804, 17, 74, 54, 37, 83, 72, 84, 60, 62
  554, 10, 49, 33, 26, 78, 45, 74, 38, 35
 1307, 11, 21, 43, 51, 79, 35, 76, 47, 44
 3561, 12, 30, 46, 34, 80, 39, 78, 44, 44
 3138, 13, 38, 64, 53, 81, 50, 84, 55, 64
 3104, 14, 41, 54, 40, 78, 43, 84, 56, 55
 3655, 12, 48, 38, 33, 79, 48, 77, 45, 42
 1185, 13, 41, 66, 45, 83, 50, 75, 59, 66
 3278, 15, 31, 50, 71, 87, 63, 93, 61, 61
  229, 18, 32, 52, 78, 86, 69, 83, 70, 68
 1233, 17, 34, 68, 60, 86, 48, 80, 61, 74
 1384, 16, 57, 75, 51, 82, 54, 83, 73, 80
    4, 17, 97, 67, 36, 86, 88, 87, 68, 78
 1849, 14, 54, 34, 37, 76, 48, 77, 37, 38
  826, 14, 80, 50, 33, 72, 75, 75, 59, 57
 3444, 11, 47, 53, 31, 79, 40, 78, 45, 51
 3214, 12, 22, 31, 49, 76, 44, 75, 43, 50
 3265, 13, 45, 30, 24, 68, 45, 64, 42, 35
 2339, 14, 62, 38, 42, 81, 53, 72, 39, 40
 3418, 11, 54, 37, 25, 80, 48, 81, 38, 38
 1011, 84, 33, 35, 14, 74, 33, 70, 49, 33
 1557, 13, 52, 31, 38, 69, 46, 67, 37, 31
 3186, 13, 36, 57, 38, 84, 45, 77, 49, 56
 3776, 17, 45, 78, 69, 86, 55, 91, 69, 82
  126, 18, 55, 82, 52, 86, 59, 85, 71, 78
 1507, 10, 25, 46, 52, 82, 43, 81, 49, 48
   82, 18, 58, 91, 67, 83, 62, 72, 83, 91
  353, 19, 66, 82, 50, 83, 62, 82, 75, 82
 3484, 43, 25, 24, 14, 67, 24, 64, 31, 26
 2048, 12, 23, 40, 45, 81, 40, 90, 41, 41
 3365, 13, 60, 39, 43, 81, 51, 72, 40, 42
 3079, 13, 50, 31, 26, 75, 47, 76, 39, 36
  111, 17, 31, 53, 72, 84, 73, 84, 59, 69
 3175, 11, 28, 46, 40, 79, 39, 68, 41, 51
 2011, 14, 27, 34, 48, 76, 43, 74, 42, 45
  998, 16, 61, 74, 41, 88, 54, 77, 69, 78
 3543, 14, 28, 45, 58, 83, 51, 75, 57, 55
  697, 13, 40, 45, 33, 68, 40, 73, 51, 58
 3339, 11, 41, 32, 23, 75, 44, 75, 37, 33
  339, 18, 48, 90, 77, 82, 69, 82, 77, 91
  501, 12, 60, 42, 28, 74, 53, 71, 44, 46
  555, 10, 25, 33, 39, 80, 38, 77, 42, 44
  291, 18, 36, 56, 78, 87, 79, 77, 64, 71
 3154, 11, 26, 33, 38, 79, 34, 75, 44, 35
 1654, 56, 27, 28, 12, 68, 25, 65, 31, 28
 1269, 12, 51, 29, 38, 81, 40, 73, 42, 37
 1618, 13, 51, 37, 38, 78, 47, 75, 45, 44
 1291, 40, 20, 20, 12, 67, 24, 64, 25, 20
 1754, 11, 45, 52, 31, 79, 38, 65, 43, 48
 3266, 12, 44, 35, 31, 73, 45, 64, 39, 40
 1099, 12, 27, 44, 51, 85, 45, 79, 51, 52
 1128, 13, 65, 44, 44, 77, 62, 70, 46, 47
 1562, 15, 57, 46, 28, 81, 58, 77, 48, 41
 3349, 12, 55, 41, 27, 81, 53, 73, 41, 43
 3695, 16, 61, 46, 44, 77, 59, 80, 46, 47
 3569, 11, 37, 51, 36, 79, 43, 72, 49, 50
   10, 19, 49, 92, 77, 78, 73, 75, 74, 95
  112, 17, 33, 74, 83, 85, 54, 76, 67, 68
 3823, 17, 87, 58, 35, 84, 80, 87, 64, 66
  460, 10, 48, 35, 22, 81, 48, 80, 38, 31
 1793, 11, 31, 49, 36, 81, 39, 75, 48, 51
 1812, 13, 32, 51, 44, 81, 39, 86, 47, 57
 1207, 17, 44, 75, 63, 83, 51, 81, 66, 78
 3331, 13, 30, 46, 36, 78, 35, 77, 44, 47
  207, 18, 91, 55, 62, 80, 80, 76, 58, 62
  127, 16, 51, 73, 48, 80, 58, 77, 62, 68
  340, 17, 29, 69, 82, 90, 50, 86, 60, 68
 3340, 13, 45, 30, 30, 81, 45, 73, 33, 43
 3793, 18, 45, 72, 60, 86, 55, 80, 67, 74
 1526, 15, 24, 36, 44, 76, 34, 78, 43, 50
 2326, 11, 37, 45, 32, 77, 37, 72, 40, 46
  562, 12, 55, 36, 26, 80, 51, 81, 37, 41
  743, 10, 36, 51, 36, 66, 41, 68, 47, 44
 2140, 12, 23, 34, 49, 85, 50, 85, 48, 50
   92, 15, 26, 54, 60, 87, 45, 82, 52, 54
 1804, 48, 27, 25, 15, 68, 27, 67, 33, 28
  923, 10, 42, 50, 26, 80, 43, 76, 42, 48
 3745, 15, 40, 76, 63, 89, 57, 82, 72, 73
  324, 17, 78, 48, 30, 81, 68, 77, 52, 59
 3586, 14, 46, 37, 26, 80, 50, 69, 45, 42
 3146, 10, 48, 33, 26, 78, 46, 73, 36, 38
 3519, 54, 26, 25, 13, 60, 27, 68, 29, 27
 3056, 49, 27, 26, 11, 72, 23, 68, 27, 25
 2299, 12, 44, 34, 26, 81, 43, 68, 36, 40
  935, 16, 29, 55, 81, 92, 72, 88, 66, 72
   31, 18, 53, 89, 73, 84, 63, 83, 79, 89
 1431, 13, 29, 49, 60, 87, 42, 83, 51, 56
 3816, 17, 71, 53, 47, 78, 69, 81, 54, 60
 3415, 11, 22, 38, 44, 83, 30, 79, 42, 41
  148, 15, 64, 73, 45, 77, 56, 71, 68, 74
 1636, 10, 51, 27, 21, 77, 42, 81, 33, 33
  164, 17, 83, 54, 35, 75, 76, 78, 65, 65
 1253, 14, 51, 58, 31, 77, 41, 65, 50, 53
 2305, 14, 32, 53, 47, 75, 41, 64, 48, 48
 3251, 14, 28, 49, 57, 84, 40, 83, 55, 54
 3066, 12, 38, 62, 38, 76, 45, 76, 47, 55
 1385, 12, 23, 41, 36, 77, 34, 63, 37, 40
  655, 17, 60, 83, 62, 75, 66, 73, 80, 89
  508, 12, 40, 57, 46, 81, 47, 81, 54, 69
 1297, 13, 39, 36, 24, 82, 39, 71, 36, 33
 1946, 14, 23, 31, 49, 79, 42, 80, 42, 44
  942, 15, 63, 40, 31, 76, 63, 67, 53, 50
 3273, 16, 40, 64, 54, 82, 51, 84, 63, 69
  538, 11, 49, 31, 23, 74, 42, 71, 36, 37
 3240, 11, 55, 39, 40, 80, 45, 79, 40, 38
 2060, 12, 38, 47, 26, 81, 36, 78, 38, 43
 1696, 13, 51, 37, 24, 84, 50, 77, 38, 38
 3460, 10, 30, 42, 35, 83, 36, 75, 45, 52
 1702, 11, 41, 51, 31, 84, 38, 77, 42, 47
 3419, 11, 47, 35, 32, 80, 51, 76, 36, 38
 2107, 10, 42, 51, 29, 76, 33, 70, 40, 39
  889, 63, 31, 28, 13, 75, 28, 65, 37, 31
 1736, 12, 49, 56, 39, 79, 45, 76, 53, 57
 3114, 55, 23, 23, 10, 69, 26, 68, 28, 22
 3117, 11, 52, 35, 25, 79, 41, 81, 40, 35
 2123, 13, 51, 34, 35, 78, 45, 78, 37, 38
   74, 17, 82, 61, 36, 71, 80, 64, 61, 64
 1454, 12, 29, 41, 62, 78, 55, 77, 51, 52
 3322, 15, 53, 64, 40, 85, 50, 80, 62, 67
 1412, 13, 22, 33, 54, 78, 50, 84, 47, 51
 2332, 10, 23, 37, 46, 84, 27, 73, 43, 43
 3687, 78, 33, 31, 15, 71, 34, 67, 45, 33
 1129, 14, 71, 42, 49, 81, 57, 86, 50, 48
 1616, 49, 25, 24, 12, 65, 25, 66, 31, 27
 2293, 14, 30, 45, 67, 83, 62, 79, 65, 58
 3842, 19, 57, 79, 56, 82, 60, 75, 75, 80
 1447, 12, 39, 61, 54, 78, 45, 79, 55, 57
 3471, 14, 35, 55, 49, 85, 46, 80, 57, 59
 2150, 16, 64, 48, 29, 73, 61, 70, 46, 50
 3590, 11, 29, 41, 51, 75, 41, 74, 54, 49
  965, 18, 80, 55, 53, 82, 69, 76, 63, 63
 3195, 12, 40, 55, 42, 73, 44, 72, 59, 60
 3233, 13, 43, 61, 45, 83, 48, 78, 57, 64
   69, 16, 85, 59, 37, 70, 75, 70, 63, 69
 3469, 13, 57, 39, 39, 81, 56, 74, 46, 41
  511, 14, 29, 49, 60, 84, 37, 80, 63, 52
 3738, 14, 29, 54, 65, 83, 52, 77, 67, 62
 1722, 12, 40, 46, 35, 84, 40, 78, 50, 53
 1342, 12, 40, 46, 38, 77, 41, 79, 50, 45
 2098, 44, 25, 22, 12, 78, 27, 78, 32, 23
 1177, 13, 73, 44, 50, 82, 60, 85, 51, 49
 1610, 12, 23, 41, 48, 76, 36, 77, 42, 41
 3097, 11, 25, 38, 49, 85, 44, 86, 49, 46
 1186, 13, 32, 56, 49, 86, 45, 71, 51, 62
 3057, 14, 37, 46, 33, 74, 42, 69, 45, 52
 1386, 11, 30, 44, 28, 79, 33, 71, 41, 47
 3670, 12, 24, 35, 56, 83, 49, 88, 47, 49
 3400, 10, 21, 32, 45, 78, 43, 63, 43, 41
 1682, 11, 24, 41, 35, 76, 39, 72, 44, 49
  606, 14, 53, 36, 25, 76, 45, 68, 39, 39
 3241, 14, 59, 38, 26, 81, 48, 79, 44, 40
 1979, 13, 48, 57, 33, 84, 42, 78, 54, 58
 3750, 76, 29, 32, 14, 77, 30, 77, 42, 32
   93, 17, 39, 66, 92, 86, 85, 83, 83, 73
  833, 16, 63, 77, 52, 87, 54, 78, 75, 81
 2124, 13, 43, 29, 24, 75, 44, 74, 34, 35
  159, 18, 32, 54, 74, 83, 66, 75, 69, 68
  309, 17, 53, 78, 48, 76, 58, 77, 67, 76
  172, 17, 51, 90, 76, 80, 68, 76, 70, 82
 3147, 11, 40, 47, 29, 76, 36, 75, 42, 45
  128, 10, 36, 44, 28, 77, 37, 68, 41, 42
  758, 15, 73, 53, 32, 81, 66, 74, 51, 58
 3222, 13, 25, 46, 53, 80, 35, 72, 47, 43
  279, 16, 83, 54, 36, 78, 73, 67, 56, 56
 1422, 14, 57, 38, 38, 79, 52, 73, 45, 44
 1617, 12, 60, 39, 40, 78, 51, 74, 41, 44
  149, 15, 42, 78, 65, 84, 49, 84, 65, 74
 3537, 15, 37, 56, 38, 78, 44, 82, 58, 57
 3480, 13, 39, 46, 23, 79, 36, 67, 43, 48
 3562, 12, 24, 33, 51, 79, 46, 77, 48, 41
 1543, 12, 35, 42, 30, 77, 35, 74, 42, 48
 1458, 52, 25, 24, 13, 69, 24, 72, 30, 28
 2004, 12, 33, 55, 36, 74, 37, 69, 51, 58
 1611, 14, 28, 45, 58, 79, 55, 82, 54, 51
   65, 18, 36, 68, 84, 84, 63, 79, 70, 78
 3289, 16, 69, 53, 31, 84, 67, 73, 61, 57
 3329, 41, 25, 22,  9, 68, 22, 61, 29, 24
  160, 15, 34, 54, 74, 82, 67, 81, 66, 69
 3053, 57, 24, 25, 12, 69, 27, 66, 32, 28
  566, 14, 50, 38, 26, 77, 48, 75, 42, 40
  859, 14, 46, 67, 47, 83, 52, 70, 61, 67
 1474, 61, 26, 27, 13, 63, 26, 66, 33, 27
  847, 81, 34, 31, 15, 69, 33, 72, 45, 31
 3168, 10, 32, 50, 34, 74, 38, 79, 40, 49
 3359, 12, 25, 47, 41, 72, 31, 76, 44, 47
 1518, 13, 36, 52, 37, 77, 37, 78, 46, 48
 1293, 11, 39, 33, 23, 80, 45, 78, 35, 36
  924, 14, 49, 68, 44, 88, 45, 78, 66, 66
 1249, 15, 81, 51, 32, 87, 73, 82, 58, 56
 3521, 13, 55, 36, 24, 81, 47, 78, 35, 38
 3326, 12, 30, 53, 46, 80, 42, 77, 49, 54
 3570, 13, 26, 50, 43, 78, 36, 72, 44, 46
  173, 19, 58, 87, 58, 86, 62, 83, 75, 87
 2258, 13, 49, 33, 24, 78, 43, 77, 36, 36
 1533, 44, 21, 22, 11, 70, 25, 67, 28, 24
 1270, 12, 46, 34, 24, 77, 50, 71, 38, 35
  676, 10, 35, 41, 34, 73, 39, 79, 37, 48
 1034, 88, 37, 37, 21, 68, 36, 72, 52, 35
 2170, 12, 46, 35, 22, 73, 39, 61, 37, 35
 3472, 14, 40, 63, 43, 82, 44, 83, 55, 58
  322, 84, 35, 35, 16, 67, 34, 52, 45, 34
 1076, 17, 31, 53, 66, 89, 56, 80, 58, 63
  367, 18, 35, 63, 75, 87, 58, 88, 70, 69
  310, 19, 72, 85, 48, 85, 62, 86, 72, 88
 3355, 13, 48, 57, 34, 78, 47, 77, 50, 66
 1112, 16, 53, 60, 36, 89, 50, 80, 54, 66
 3772, 17, 69, 51, 47, 81, 69, 75, 58, 55
 1481, 13, 49, 60, 35, 72, 46, 65, 52, 58
 1657, 13, 63, 46, 26, 75, 50, 66, 44, 45
 3437, 57, 28, 26, 16, 70, 27, 70, 34, 26
 1448, 14, 44, 56, 48, 86, 45, 78, 62, 66
 3267, 11, 46, 29, 24, 70, 44, 71, 38, 32
  578, 14, 27, 46, 55, 78, 40, 76, 46, 47
 3800, 17, 34, 61, 71, 83, 61, 82, 71, 64
 3371, 12, 39, 53, 39, 80, 41, 75, 47, 47
 3571, 11, 30, 48, 35, 85, 39, 83, 45, 50
 3372, 14, 40, 56, 42, 80, 45, 75, 49, 56
 1861, 12, 22, 37, 42, 79, 33, 77, 43, 37
 2346, 11, 41, 56, 38, 78, 38, 78, 51, 56
 2244, 14, 56, 64, 34, 78, 41, 74, 49, 53
  591, 12, 39, 45, 32, 81, 36, 78, 44, 48
 3063, 13, 57, 36, 28, 72, 54, 76, 41, 41
 1555, 53, 27, 25, 10, 67, 24, 57, 27, 26
  807, 11, 44, 32, 24, 77, 41, 78, 33, 35
 3159, 10, 23, 31, 53, 79, 44, 73, 40, 46
 3305, 12, 22, 27, 47, 83, 43, 81, 46, 44
 3208, 10, 30, 52, 35, 75, 35, 69, 44, 50
 3548, 11, 46, 37, 32, 78, 46, 73, 41, 40
  943, 15, 66, 46, 46, 84, 59, 84, 46, 46
 1934, 11, 44, 35, 24, 77, 43, 69, 30, 31
 1334, 11, 50, 28, 22, 79, 41, 74, 33, 34
  425, 16, 83, 48, 32, 66, 72, 60, 48, 53
  356, 16, 52, 85, 69, 85, 62, 72, 77, 88
 3820, 16, 32, 69, 82, 86, 56, 84, 65, 73
 3072, 11, 48, 32, 33, 74, 40, 66, 36, 39
 1642, 12, 39, 30, 24, 74, 38, 66, 35, 36
   22, 17, 35, 63, 89, 82, 80, 71, 80, 75
 3373, 14, 47, 53, 35, 76, 41, 74, 53, 57
 3481, 13, 33, 49, 37, 84, 36, 84, 48, 45
 1052, 14, 28, 52, 63, 78, 50, 73, 62, 61
 3780, 16, 73, 54, 52, 87, 71, 83, 55, 60
 3245, 12, 36, 58, 37, 78, 44, 65, 51, 58
  974, 10, 30, 50, 30, 78, 36, 78, 43, 51
 1208, 16, 50, 77, 57, 81, 52, 77, 68, 74
 1602, 14, 37, 51, 30, 77, 33, 69, 42, 46
  526, 14, 44, 53, 32, 81, 43, 80, 51, 54
  850, 15, 82, 52, 32, 68, 71, 72, 59, 61
  634, 12, 33, 44, 29, 78, 34, 76, 40, 47
 1508, 12, 26, 37, 48, 83, 43, 73, 47, 44
 1564, 11, 32, 44, 31, 75, 28, 73, 44, 44
 2125, 11, 49, 34, 35, 78, 41, 76, 37, 40
 2300, 13, 50, 33, 23, 82, 42, 82, 42, 40
  263, 19, 66, 81, 51, 82, 64, 75, 76, 84
  767, 16, 50, 75, 54, 77, 56, 79, 69, 69
 3215, 11, 24, 41, 51, 83, 35, 83, 48, 44
  277, 78, 34, 32, 17, 77, 34, 77, 50, 32
 3242, 14, 58, 37, 27, 66, 51, 64, 42, 42
  698, 14, 52, 63, 31, 68, 39, 56, 46, 50
 1423, 13, 38, 58, 40, 87, 42, 81, 57, 61
 2176, 12, 31, 46, 32, 84, 36, 82, 45, 47
 3579, 12, 38, 58, 42, 80, 43, 77, 54, 57
 3473, 12, 36, 53, 47, 80, 45, 82, 58, 61
 1675, 14, 70, 49, 31, 78, 65, 82, 55, 52
 1308, 12, 24, 36, 49, 85, 47, 87, 44, 43
  936, 17, 30, 51, 72, 76, 65, 78, 56, 65
 3577, 15, 54, 40, 30, 81, 48, 82, 45, 47
 3724, 17, 29, 46, 67, 87, 63, 79, 67, 62
 1519, 14, 37, 45, 36, 75, 35, 68, 47, 48
  735, 14, 42, 36, 21, 74, 48, 69, 35, 38
 2012, 12, 25, 28, 47, 80, 44, 83, 46, 46
 3202, 11, 42, 26, 31, 75, 37, 73, 36, 31
 3754, 16, 45, 68, 54, 84, 58, 84, 65, 69
 3662, 12, 47, 53, 28, 81, 35, 77, 47, 55
 3086, 13, 42, 50, 33, 79, 42, 83, 52, 50
 1585, 14, 34, 54, 48, 83, 35, 80, 44, 48
 3635, 14, 56, 35, 39, 79, 49, 76, 44, 39
  982, 11, 24, 29, 50, 82, 52, 74, 45, 41
  440, 11, 43, 35, 24, 80, 37, 69, 28, 31
  150, 16, 46, 79, 64, 84, 53, 85, 65, 73
 1512, 10, 52, 29, 35, 75, 41, 70, 35, 38
 3308, 12, 50, 33, 34, 75, 42, 74, 37, 34
   68, 19, 34, 74, 87, 85, 66, 80, 73, 77
  925, 14, 39, 72, 59, 83, 47, 77, 60, 65
 3467, 10, 43, 34, 30, 81, 46, 77, 33, 35
  232, 17, 55, 82, 54, 85, 58, 84, 73, 80
  480, 17, 68, 49, 30, 69, 64, 70, 55, 51
 2252, 14, 28, 38, 53, 83, 54, 72, 52, 53
 1113, 17, 38, 70, 58, 82, 47, 66, 64, 70
  208, 15, 75, 51, 31, 78, 74, 77, 53, 60
 2267, 13, 39, 47, 33, 77, 37, 71, 45, 48
 3792, 16, 32, 64, 74, 82, 55, 79, 67, 71
 1537, 13, 57, 33, 23, 70, 50, 64, 37, 39
 2145, 71, 29, 34, 17, 65, 27, 59, 40, 32
 1697, 17, 69, 53, 30, 75, 64, 75, 53, 54
 1053, 12, 25, 36, 57, 83, 48, 77, 46, 43
 1558, 12, 53, 31, 38, 72, 43, 66, 40, 36
 3272, 16, 61, 47, 45, 76, 58, 73, 50, 48
 1578, 13, 43, 30, 21, 68, 45, 71, 31, 38
 3604, 64, 26, 27, 14, 71, 30, 66, 38, 27
 3252, 11, 25, 35, 52, 83, 42, 70, 43, 49
 3573, 12, 25, 48, 54, 85, 39, 84, 49, 49
 3144, 16, 28, 45, 60, 81, 54, 78, 56, 59
 1350, 12, 25, 38, 47, 84, 37, 76, 47, 42
 1510, 43, 26, 25, 12, 69, 24, 72, 29, 22
 3463, 13, 25, 41, 48, 82, 36, 78, 45, 43
 2245, 15, 61, 40, 45, 80, 53, 84, 47, 49
 3691, 18, 31, 61, 75, 88, 58, 84, 68, 63
 3312, 10, 23, 33, 46, 76, 41, 74, 44, 43
  411, 16, 33, 71, 80, 81, 63, 91, 64, 75
 1090, 16, 44, 65, 45, 81, 46, 75, 56, 66
 3781, 17, 70, 55, 47, 76, 69, 81, 63, 59
 1673, 80, 30, 33, 17, 67, 31, 60, 45, 33
 2314, 15, 25, 33, 54, 73, 51, 63, 44, 45
 3439, 11, 56, 42, 28, 75, 50, 65, 43, 41
 3394, 13, 37, 45, 26, 81, 34, 78, 46, 46
 2239, 14, 63, 40, 44, 72, 56, 68, 43, 46
 3178, 12, 37, 43, 29, 77, 36, 72, 41, 44
  975, 17, 42, 78, 66, 81, 50, 72, 72, 82
 3810, 17, 52, 78, 55, 81, 58, 81, 70, 78
 1279, 19, 67, 80, 48, 82, 60, 74, 78, 81
 3674, 11, 23, 33, 44, 81, 47, 73, 41, 42
 3317, 13, 29, 50, 42, 75, 36, 72, 41, 39
  316, 19, 37, 61, 87, 87, 85, 84, 75, 87
  799, 10, 23, 36, 44, 81, 40, 79, 44, 42
 1664, 15, 46, 53, 40, 84, 50, 88, 53, 60
  781, 10, 52, 31, 24, 73, 40, 75, 31, 37
  718, 12, 61, 38, 40, 74, 55, 79, 44, 46
 3035, 51, 22, 22, 10, 66, 22, 70, 21, 24
  872, 17, 78, 47, 31, 75, 72, 78, 57, 52
  381, 18, 63, 77, 48, 79, 59, 73, 71, 76
 1749, 11, 52, 32, 38, 72, 44, 69, 36, 40
 3656, 13, 54, 40, 26, 77, 54, 74, 43, 41
  140, 73, 32, 33, 14, 73, 32, 70, 46, 32
 3580, 14, 46, 58, 40, 86, 46, 78, 59, 58
  402, 17, 58, 76, 51, 85, 62, 79, 71, 83
 3176,  9, 28, 47, 38, 79, 38, 76, 43, 45
 1996, 13, 52, 35, 26, 77, 50, 73, 38, 45
 3615, 10, 33, 50, 35, 81, 38, 79, 47, 47
 3461, 13, 36, 44, 27, 78, 38, 74, 42, 48
   47, 82, 35, 37, 17, 68, 32, 61, 48, 33
  257, 19, 88, 54, 35, 74, 81, 69, 59, 68
 3405, 12, 43, 29, 30, 78, 45, 71, 36, 37
 3313, 12, 25, 36, 43, 86, 33, 81, 39, 41
 1074, 14, 42, 48, 33, 85, 39, 71, 50, 55
  420, 20, 34, 62, 88, 80, 76, 79, 71, 81
 2013, 13, 26, 44, 51, 73, 38, 68, 48, 51
 1413, 17, 29, 47, 66, 77, 59, 77, 54, 60
 1254, 15, 42, 60, 42, 78, 49, 78, 51, 59
  989, 15, 79, 53, 32, 81, 70, 86, 56, 53
 3806, 17, 62, 77, 43, 74, 59, 70, 72, 75
 3677, 10, 30, 45, 33, 83, 36, 81, 42, 46
 3401, 12, 22, 36, 41, 82, 32, 81, 44, 40
 3510, 14, 32, 51, 45, 81, 42, 80, 45, 48
 3657, 11, 46, 37, 31, 76, 45, 74, 42, 42
  908, 16, 28, 50, 73, 79, 70, 77, 63, 60
 3831, 19, 32, 57, 84, 88, 68, 80, 73, 75
 3452, 12, 27, 38, 49, 82, 52, 80, 50, 48
 3284, 14, 25, 33, 43, 84, 44, 82, 45, 38
 1935, 13, 48, 33, 34, 64, 44, 61, 33, 36
 1077, 11, 22, 41, 49, 86, 34, 83, 50, 49
 2200, 11, 30, 45, 40, 80, 36, 83, 44, 51
 3683, 15, 72, 53, 30, 77, 72, 68, 56, 57
 1038, 14, 73, 40, 27, 66, 53, 59, 50, 52
  579, 13, 28, 34, 57, 74, 45, 81, 53, 45
 2189, 11, 23, 40, 48, 79, 36, 70, 45, 45
  866, 13, 29, 52, 75, 91, 59, 76, 63, 67
 3037, 12, 50, 35, 25, 77, 42, 76, 30, 33
 3476, 16, 27, 46, 62, 84, 54, 82, 56, 53
  851, 17, 71, 54, 32, 82, 63, 71, 57, 57
   97, 15, 77, 50, 34, 82, 70, 77, 55, 57
 3243, 14, 51, 35, 36, 69, 51, 64, 41, 43
 3636, 14, 46, 36, 30, 77, 52, 73, 41, 38
 1513,  9, 43, 30, 25, 78, 48, 74, 38, 38
 1449, 14, 24, 47, 54, 80, 37, 82, 45, 51
 1193, 16, 30, 47, 72, 89, 59, 83, 65, 66
 1778, 13, 24, 40, 49, 74, 36, 67, 42, 47
  404, 15, 49, 78, 64, 89, 57, 82, 66, 84
 3555, 11, 25, 36, 53, 78, 48, 75, 50, 47
 2075, 10, 44, 31, 25, 72, 43, 71, 34, 34
  808, 11, 50, 33, 23, 77, 44, 69, 34, 36
 1586, 11, 30, 45, 28, 75, 35, 74, 40, 46
 3295, 15, 31, 54, 64, 86, 65, 87, 68, 68
 3264, 53, 26, 24, 14, 76, 26, 63, 27, 25
  623, 13, 25, 35, 45, 79, 43, 73, 47, 49
   83, 15, 72, 85, 52, 83, 63, 81, 72, 82
 3077, 12, 25, 40, 49, 80, 47, 63, 43, 47
 3637, 13, 53, 41, 39, 79, 48, 76, 42, 39
  834, 19, 48, 83, 54, 79, 48, 70, 77, 85
 2213, 11, 51, 34, 25, 79, 44, 67, 41, 39
 3160, 10, 24, 42, 51, 81, 38, 83, 45, 48
 3829, 15, 46, 85, 76, 76, 55, 65, 70, 83
