PLAYERNUMBER,KEEPING,TACKLING,PASSING,SHOOTING,PACE,HEADING,STAMINA,SETPIECES,BALLCONTROL
  703, 11, 26, 49, 55, 87, 38, 83, 46, 46
  544, 13, 57, 35, 24, 78, 46, 75, 41, 39
 1185, 14, 27, 39, 52, 82, 51, 80, 47, 51
  195, 18, 73, 53, 33, 85, 61, 82, 52, 56
  588, 56, 26, 28, 10, 72, 26, 65, 34, 27
  750, 11, 53, 37, 39, 81, 39, 74, 43, 41
 1214, 16, 33, 57, 70, 85, 54, 84, 59, 61
  589, 14, 57, 35, 24, 66, 50, 49, 40, 38
  928, 48, 26, 26, 12, 71, 26, 66, 27, 24
  955, 13, 34, 43, 34, 81, 38, 77, 44, 44
  652, 13, 53, 32, 25, 72, 42, 66, 35, 35
  336, 16, 45, 56, 46, 83, 52, 79, 45, 52
 1027, 13, 48, 35, 23, 69, 43, 63, 36, 37
  545, 12, 50, 58, 37, 79, 44, 77, 47, 51
    3, 19, 66, 76, 47, 85, 62, 83, 61, 65
  109, 15, 28, 54, 60, 82, 47, 78, 50, 55
  309, 16, 48, 63, 46, 75, 50, 65, 52, 65
  565, 13, 33, 50, 36, 81, 37, 75, 51, 46
  779, 12, 57, 46, 29, 70, 52, 56, 45, 42
  420, 14, 24, 43, 56, 85, 51, 82, 45, 52
  421, 13, 37, 56, 52, 90, 43, 84, 51, 52
   40, 19, 34, 71, 86, 82, 62, 79, 60, 64
 1125, 15, 31, 53, 75, 78, 63, 89, 61, 63
 1107, 15, 73, 53, 33, 84, 61, 77, 56, 56
  546, 14, 26, 40, 60, 88, 50, 84, 48, 50
  446, 13, 49, 60, 48, 79, 50, 73, 54, 54
  654, 12, 54, 38, 39, 80, 47, 78, 38, 43
  902, 11, 31, 47, 38, 87, 37, 79, 44, 49
   82, 17, 55, 62, 41, 73, 50, 69, 58, 60
  704, 12, 31, 46, 35, 80, 39, 80, 43, 45
   42, 19, 86, 64, 37, 74, 74, 66, 64, 61
 1148, 14, 35, 46, 37, 76, 41, 69, 46, 49
  339, 13, 29, 51, 56, 83, 47, 75, 54, 54
  137, 13, 41, 54, 38, 81, 42, 81, 44, 50
 1028, 13, 25, 36, 43, 81, 38, 76, 43, 47
  566, 10, 24, 33, 48, 81, 46, 77, 48, 46
  613, 15, 55, 41, 29, 73, 52, 63, 44, 43
 1106, 18, 33, 59, 86, 87, 65, 83, 65, 68
  929, 12, 49, 35, 23, 79, 42, 81, 37, 38
  110, 17, 31, 51, 76, 82, 65, 78, 66, 60
 1029, 11, 39, 34, 25, 61, 45, 62, 38, 38
 1087, 13, 26, 49, 55, 83, 47, 80, 52, 52
  282, 13, 36, 47, 36, 79, 40, 73, 49, 46
  590, 13, 54, 39, 25, 80, 49, 82, 40, 41
 1174, 11, 45, 35, 25, 80, 43, 79, 35, 38
    5, 12, 42, 33, 26, 76, 46, 76, 37, 37
  752, 14, 35, 51, 35, 78, 37, 69, 47, 45
  520, 13, 29, 60, 66, 81, 51, 77, 52, 54
  490, 14, 69, 52, 29, 82, 62, 83, 52, 53
  591, 15, 26, 42, 49, 80, 43, 80, 50, 47
  804, 11, 25, 40, 46, 85, 36, 81, 43, 46
 1001, 46, 26, 28, 13, 72, 29, 73, 36, 28
  930, 13, 43, 35, 25, 80, 45, 77, 35, 36
  728, 15, 38, 64, 58, 69, 46, 55, 45, 60
 1002, 13, 44, 34, 25, 73, 43, 68, 34, 36
    7, 17, 80, 57, 33, 81, 63, 78, 60, 64
  568, 11, 33, 49, 34, 82, 38, 85, 46, 50
 1211, 17, 36, 59, 75, 81, 65, 76, 60, 65
  875, 44, 24, 22, 10, 69, 22, 65, 26, 22
  196, 15, 32, 58, 72, 87, 55, 82, 61, 62
   44, 18, 59, 89, 58, 83, 64, 81, 70, 80
  340, 14, 51, 60, 36, 81, 50, 76, 48, 60
  138, 11, 25, 31, 41, 82, 46, 78, 43, 45
  852, 12, 37, 48, 37, 76, 41, 70, 48, 46
  854, 13, 27, 39, 46, 77, 40, 70, 46, 47
 1157, 76, 34, 32, 16, 69, 34, 60, 42, 34
  569, 48, 26, 25, 10, 63, 24, 56, 30, 25
  491, 14, 47, 60, 47, 79, 50, 74, 54, 57
  805, 11, 49, 35, 34, 66, 43, 53, 36, 38
  829, 14, 37, 55, 38, 77, 40, 73, 48, 51
  570, 13, 57, 37, 26, 69, 44, 55, 39, 37
 1067, 50, 26, 26, 14, 70, 25, 62, 31, 26
  682, 59, 28, 25, 12, 60, 26, 45, 35, 25
  139, 15, 34, 70, 80, 85, 60, 84, 61, 62
 1030, 13, 43, 61, 45, 80, 48, 78, 49, 60
  705, 12, 28, 44, 63, 79, 56, 73, 48, 53
 1003, 11, 24, 35, 40, 79, 35, 73, 41, 42
  754, 12, 51, 33, 24, 81, 44, 74, 40, 39
  780, 13, 51, 40, 29, 78, 55, 73, 42, 42
  571, 12, 53, 40, 26, 76, 44, 66, 38, 40
  140, 17, 50, 83, 69, 84, 62, 80, 62, 70
  492, 14, 48, 63, 47, 76, 53, 65, 55, 55
  956, 14, 49, 33, 25, 78, 48, 72, 38, 36
 1031, 11, 26, 33, 46, 87, 37, 71, 44, 50
  806, 13, 41, 35, 24, 75, 44, 72, 35, 37
  592, 14, 40, 54, 37, 85, 40, 77, 46, 52
  547, 15, 42, 55, 41, 82, 44, 80, 47, 52
  655, 11, 29, 57, 46, 81, 39, 80, 45, 53
  572, 12, 51, 36, 24, 80, 46, 75, 37, 36
  593, 14, 26, 37, 44, 79, 46, 75, 51, 50
  342, 57, 29, 30, 16, 69, 31, 68, 39, 30
 1004, 12, 42, 52, 26, 75, 37, 65, 41, 53
  548, 56, 28, 28, 14, 69, 26, 66, 35, 26
 1122, 90, 35, 35, 16, 67, 35, 62, 52, 35
  683, 13, 48, 59, 36, 74, 48, 69, 50, 55
  573, 13, 53, 33, 24, 76, 48, 74, 36, 37
  755, 13, 36, 56, 33, 80, 37, 82, 45, 51
  684, 15, 35, 61, 57, 77, 45, 69, 48, 55
  226, 14, 67, 52, 45, 80, 60, 78, 53, 52
  656, 14, 25, 36, 43, 80, 37, 71, 45, 45
  447, 15, 32, 56, 65, 78, 53, 73, 54, 62
  876, 13, 49, 31, 35, 69, 42, 60, 34, 33
  729, 14, 43, 51, 35, 80, 41, 87, 46, 54
  807, 12, 29, 46, 34, 81, 35, 72, 50, 49
  422, 15, 57, 41, 27, 78, 54, 71, 47, 46
  521, 75, 35, 32, 15, 76, 34, 78, 47, 31
  904, 10, 44, 50, 27, 69, 36, 55, 43, 50
  617, 14, 51, 59, 38, 83, 47, 89, 49, 51
  312, 16, 32, 62, 75, 83, 57, 80, 60, 70
 1005, 13, 23, 32, 43, 81, 42, 77, 44, 40
  706, 12, 63, 40, 28, 77, 52, 70, 47, 46
  778, 14, 41, 34, 26, 76, 42, 73, 36, 33
  855, 11, 30, 58, 53, 86, 41, 82, 45, 54
  313, 15, 30, 62, 65, 77, 50, 68, 60, 61
  423, 12, 57, 43, 27, 82, 45, 84, 43, 47
  392, 15, 60, 47, 45, 80, 58, 76, 51, 54
  899, 11, 29, 44, 36, 82, 34, 77, 41, 43
  830, 15, 51, 36, 25, 84, 48, 73, 41, 41
  227, 17, 31, 49, 72, 81, 61, 74, 54, 65
  808, 11, 55, 36, 36, 71, 48, 61, 41, 38
  393, 16, 32, 52, 61, 76, 58, 69, 56, 58
  975, 12, 54, 31, 40, 76, 48, 74, 38, 37
  394, 11, 26, 38, 49, 73, 47, 60, 44, 51
  448, 14, 61, 45, 28, 78, 54, 70, 49, 53
  657, 13, 51, 35, 24, 79, 46, 77, 36, 40
  229, 15, 68, 51, 32, 82, 60, 80, 50, 55
  856, 14, 58, 35, 25, 83, 53, 70, 39, 48
  167, 14, 31, 52, 76, 86, 61, 88, 58, 65
  396, 14, 42, 60, 50, 80, 53, 76, 53, 55
  449, 15, 68, 49, 29, 77, 60, 73, 51, 51
  111, 15, 41, 57, 42, 77, 46, 74, 51, 53
  634, 12, 38, 54, 33, 84, 38, 83, 43, 52
 1059, 11, 35, 57, 35, 82, 40, 86, 45, 53
 1056, 13, 43, 67, 57, 90, 53, 84, 55, 61
  493, 17, 40, 63, 54, 92, 53, 78, 58, 57
  931, 11, 24, 35, 49, 83, 42, 86, 43, 42
  756, 12, 34, 44, 33, 77, 39, 71, 45, 47
  494, 13, 31, 57, 62, 84, 53, 84, 56, 56
  283, 16, 56, 76, 53, 79, 57, 72, 59, 68
  707, 10, 48, 36, 26, 76, 51, 71, 38, 36
 1060, 12, 24, 38, 45, 82, 40, 78, 46, 47
 1151, 16, 53, 65, 54, 81, 57, 76, 59, 58
  450, 17, 30, 55, 62, 84, 50, 80, 61, 61
  932, 13, 37, 31, 24, 80, 45, 72, 36, 38
  315, 13, 37, 64, 63, 77, 53, 66, 50, 62
  230, 16, 41, 66, 58, 76, 52, 64, 60, 61
 1220, 15, 73, 52, 34, 83, 62, 83, 55, 58
  549, 14, 56, 45, 40, 81, 50, 77, 42, 43
  112, 15, 45, 73, 65, 83, 55, 66, 61, 60
  231, 15, 68, 50, 31, 82, 61, 78, 55, 54
  168, 17, 73, 49, 30, 79, 61, 69, 55, 56
  933, 42, 23, 23, 12, 69, 26, 66, 28, 24
  522, 13, 46, 60, 44, 82, 48, 80, 51, 52
  367, 17, 64, 51, 32, 77, 60, 73, 56, 56
  809, 12, 34, 57, 35, 78, 39, 73, 43, 53
 1212, 17, 70, 51, 31, 74, 61, 68, 56, 55
   83, 80, 33, 32, 15, 68, 33, 61, 50, 32
  594, 14, 38, 50, 37, 80, 43, 79, 48, 51
  635, 11, 39, 46, 30, 82, 40, 79, 51, 45
  782, 11, 34, 50, 36, 73, 35, 65, 44, 48
  619, 15, 33, 55, 49, 81, 45, 84, 51, 51
   10, 15, 33, 53, 85, 88, 72, 82, 60, 62
  169, 17, 72, 52, 33, 78, 61, 69, 58, 62
 1139, 14, 70, 51, 55, 79, 62, 72, 54, 56
 1146, 13, 58, 36, 27, 82, 47, 78, 39, 38
   84, 18, 32, 61, 74, 78, 60, 81, 62, 62
  636, 14, 44, 64, 41, 83, 46, 78, 51, 60
  170, 13, 56, 40, 39, 81, 51, 81, 44, 43
  595, 12, 49, 37, 23, 81, 45, 78, 35, 35
  658, 54, 24, 26, 13, 68, 24, 67, 32, 25
   51, 16, 51, 86, 70, 87, 63, 87, 65, 75
 1229, 16, 39, 60, 54, 77, 46, 63, 53, 65
  368, 72, 31, 31, 17, 74, 32, 71, 45, 32
  171, 16, 58, 76, 55, 88, 61, 86, 61, 70
  523, 14, 60, 44, 29, 77, 55, 71, 50, 49
  495, 14, 29, 61, 69, 86, 51, 75, 52, 52
  783, 54, 28, 26, 15, 60, 28, 49, 36, 27
   85, 18, 58, 70, 46, 79, 62, 74, 58, 60
  810, 46, 26, 26, 12, 64, 26, 55, 30, 25
  811, 13, 35, 51, 35, 77, 36, 72, 43, 48
 1228, 16, 49, 70, 62, 78, 60, 73, 59, 60
  473, 11, 27, 45, 53, 80, 45, 77, 52, 52
  255, 18, 34, 71, 85, 83, 61, 73, 62, 70
  256, 16, 44, 79, 70, 76, 58, 69, 61, 68
  708, 15, 37, 59, 50, 83, 47, 84, 51, 60
  730, 14, 24, 45, 54, 73, 45, 61, 46, 50
   86, 16, 45, 75, 63, 86, 58, 74, 61, 63
 1006, 11, 23, 30, 55, 82, 44, 80, 41, 44
 1007, 11, 55, 33, 24, 67, 42, 52, 37, 37
  172, 14, 70, 52, 32, 78, 61, 73, 53, 54
  369, 14, 30, 57, 65, 88, 56, 78, 58, 60
  758, 48, 25, 24, 13, 67, 25, 66, 29, 23
 1093, 11, 32, 55, 38, 78, 38, 71, 45, 53
 1168, 11, 41, 37, 25, 78, 46, 74, 40, 40
  574, 13, 35, 45, 34, 77, 36, 75, 45, 47
  905, 12, 41, 32, 23, 74, 39, 69, 35, 35
 1162, 18, 31, 62, 72, 83, 55, 80, 61, 61
  934, 11, 24, 39, 46, 82, 35, 81, 45, 44
  232, 17, 30, 61, 69, 80, 61, 68, 57, 63
  424, 15, 40, 58, 39, 80, 45, 78, 51, 56
  575, 11, 42, 52, 29, 81, 33, 83, 41, 52
  285, 15, 39, 55, 40, 79, 44, 78, 49, 56
  475, 16, 63, 49, 32, 80, 59, 75, 53, 53
 1034, 16, 45, 66, 61, 89, 51, 82, 51, 60
  759, 11, 34, 48, 33, 82, 38, 79, 48, 51
  525, 15, 61, 41, 45, 76, 55, 73, 44, 47
  451, 77, 33, 31, 17, 69, 33, 67, 50, 34
 1081, 18, 51, 77, 62, 88, 62, 80, 61, 61
 1178, 13, 29, 55, 49, 81, 37, 77, 42, 52
  397, 17, 53, 80, 53, 80, 58, 68, 61, 70
  659, 11, 49, 35, 25, 80, 47, 76, 38, 38
  345, 15, 28, 43, 63, 85, 53, 74, 50, 51
 1008, 10, 45, 31, 24, 78, 42, 75, 35, 33
 1035, 13, 28, 51, 42, 80, 36, 75, 47, 49
  577, 15, 29, 40, 61, 83, 50, 78, 49, 55
 1036, 12, 28, 55, 46, 77, 37, 63, 45, 53
 1009, 12, 22, 36, 43, 84, 37, 79, 42, 46
  197, 15, 51, 59, 37, 79, 49, 78, 51, 52
 1233, 11, 40, 28, 24, 76, 38, 73, 33, 30
  978, 13, 38, 49, 37, 79, 39, 80, 46, 47
  760, 12, 35, 57, 49, 79, 38, 71, 48, 54
 1215, 40, 22, 24, 12, 73, 22, 70, 29, 25
  425, 12, 26, 41, 49, 81, 38, 80, 46, 47
  113, 17, 71, 58, 52, 90, 61, 82, 54, 48
  141, 18, 49, 82, 72, 83, 63, 81, 62, 70
  858, 14, 56, 34, 25, 76, 47, 75, 42, 39
  550, 14, 52, 41, 29, 78, 52, 75, 43, 45
  709, 14, 52, 42, 30, 84, 56, 76, 46, 44
  881, 13, 23, 31, 53, 82, 41, 80, 43, 47
  906, 13, 42, 34, 23, 74, 42, 69, 35, 36
  496, 14, 68, 48, 32, 83, 65, 81, 53, 53
  762, 13, 47, 35, 26, 76, 48, 70, 39, 38
  882, 11, 44, 30, 30, 79, 43, 78, 36, 34
  114, 15, 44, 71, 57, 81, 55, 76, 59, 58
  115, 18, 44, 72, 61, 75, 58, 69, 61, 62
  686, 56, 28, 24, 12, 67, 25, 61, 35, 26
  785, 12, 26, 52, 57, 83, 43, 80, 47, 50
  143, 16, 56, 84, 56, 80, 60, 80, 62, 70
 1037, 12, 48, 35, 26, 71, 45, 63, 36, 38
 1221, 72, 33, 34, 15, 72, 34, 69, 47, 33
  859, 14, 49, 58, 32, 76, 39, 74, 48, 55
  526, 13, 55, 40, 27, 79, 53, 75, 42, 44
 1078, 18, 42, 73, 62, 78, 53, 65, 59, 62
  578, 52, 26, 26, 12, 71, 25, 70, 32, 24
  173, 70, 34, 31, 18, 72, 33, 75, 42, 31
 1166, 14, 36, 55, 47, 80, 45, 75, 50, 52
  812, 11, 26, 42, 49, 82, 33, 75, 43, 42
  639, 12, 41, 51, 33, 81, 39, 81, 47, 51
 1080, 17, 49, 81, 70, 83, 63, 88, 63, 68
  476, 16, 54, 44, 26, 77, 50, 72, 48, 45
  452, 16, 61, 47, 30, 76, 61, 69, 50, 51
  596, 13, 27, 46, 53, 85, 41, 81, 45, 51
  787, 15, 39, 60, 41, 78, 45, 72, 45, 53
  426, 14, 42, 52, 39, 79, 47, 77, 51, 51
  453, 16, 32, 56, 62, 81, 52, 80, 56, 59
  640, 11, 52, 35, 34, 71, 49, 63, 40, 38
  597, 12, 40, 56, 40, 80, 46, 75, 43, 52
  551, 13, 41, 56, 40, 75, 41, 68, 47, 52
 1038, 13, 43, 50, 30, 81, 35, 83, 45, 52
   13, 16, 32, 74, 82, 90, 61, 83, 62, 63
  831, 15, 35, 52, 38, 70, 41, 58, 43, 54
  935, 12, 24, 38, 47, 83, 37, 83, 44, 45
  660, 11, 55, 33, 25, 81, 45, 79, 37, 37
 1039, 10, 32, 47, 34, 81, 36, 85, 50, 52
  936, 12, 34, 42, 34, 78, 36, 78, 45, 44
  174, 72, 33, 32, 16, 69, 33, 62, 44, 33
 1079, 19, 89, 63, 37, 74, 75, 61, 63, 65
   57, 84, 34, 35, 17, 69, 36, 65, 52, 36
  937, 11, 56, 36, 24, 74, 44, 68, 36, 38
  938, 12, 34, 48, 33, 83, 34, 83, 44, 48
  371, 16, 31, 65, 72, 85, 56, 90, 60, 61
  477, 12, 30, 51, 60, 80, 50, 71, 51, 52
 1011, 12, 37, 44, 33, 79, 36, 78, 44, 46
  710, 15, 56, 41, 30, 77, 52, 71, 46, 45
  175, 15, 63, 72, 46, 76, 54, 67, 61, 61
  860, 13, 27, 35, 53, 77, 47, 73, 43, 54
  286, 17, 34, 52, 76, 71, 61, 71, 61, 70
  661, 14, 48, 34, 32, 79, 47, 74, 39, 37
  287, 16, 77, 48, 32, 84, 60, 77, 58, 57
 1119, 16, 52, 74, 49, 84, 55, 94, 59, 65
 1108, 76, 33, 30, 17, 64, 33, 53, 43, 33
  832, 15, 37, 52, 37, 85, 39, 77, 47, 52
  398, 17, 29, 59, 66, 93, 53, 85, 53, 58
  788, 14, 52, 41, 28, 79, 53, 75, 41, 44
 1142, 16, 33, 63, 69, 84, 55, 86, 57, 60
  939, 12, 33, 41, 32, 79, 38, 78, 42, 44
  908, 10, 56, 32, 26, 79, 44, 79, 37, 40
  399, 16, 48, 67, 48, 75, 50, 69, 54, 60
  145, 16, 35, 58, 82, 87, 70, 82, 63, 64
  662, 13, 54, 37, 25, 71, 47, 63, 39, 36
 1012, 54, 24, 25, 11, 61, 24, 48, 31, 26
 1145, 13, 29, 51, 45, 78, 37, 65, 45, 50
  199, 18, 70, 51, 34, 84, 61, 83, 58, 57
   59, 19, 67, 81, 51, 85, 65, 84, 65, 70
  663, 12, 26, 41, 50, 80, 37, 79, 45, 45
 1013, 11, 27, 44, 38, 82, 37, 79, 42, 41
 1040, 11, 50, 32, 35, 79, 49, 79, 40, 35
 1227, 17, 54, 73, 54, 80, 61, 73, 60, 60
 1041, 12, 24, 33, 42, 81, 45, 78, 43, 44
  497, 17, 31, 63, 69, 93, 52, 84, 55, 60
  813, 15, 28, 40, 48, 82, 44, 79, 50, 51
  711, 16, 28, 52, 60, 81, 46, 59, 53, 52
  687, 12, 54, 41, 38, 80, 53, 77, 50, 44
  427, 14, 27, 42, 59, 83, 50, 79, 51, 54
 1158, 68, 32, 32, 17, 73, 32, 69, 44, 32
 1150, 15, 72, 52, 32, 79, 61, 78, 58, 57
  598, 13, 38, 45, 34, 78, 41, 71, 49, 43
 1206, 17, 77, 60, 35, 79, 61, 71, 61, 63
  712, 14, 29, 40, 52, 83, 56, 82, 48, 52
  347, 15, 45, 63, 43, 78, 50, 66, 52, 60
  763, 14, 34, 51, 36, 82, 40, 80, 46, 49
 1120, 19, 89, 60, 37, 77, 85, 66, 64, 70
 1099, 12, 26, 48, 40, 80, 33, 75, 41, 48
  200, 15, 47, 73, 59, 82, 55, 78, 59, 68
 1042, 11, 47, 37, 23, 71, 44, 62, 36, 38
  790, 13, 23, 33, 51, 83, 49, 81, 42, 46
 1128, 16, 46, 81, 73, 84, 59, 77, 68, 70
 1230, 69, 31, 31, 16, 63, 29, 61, 37, 27
  454, 17, 63, 47, 31, 79, 60, 74, 52, 52
  620, 56, 28, 30, 16, 74, 27, 67, 38, 28
  861, 51, 26, 25, 12, 70, 26, 71, 30, 26
 1085, 13, 28, 41, 55, 85, 49, 86, 45, 52
  146, 77, 34, 36, 17, 74, 36, 73, 50, 34
 1192, 14, 61, 44, 28, 78, 54, 71, 47, 50
  147, 18, 36, 55, 74, 84, 71, 80, 60, 64
 1118, 17, 49, 71, 50, 77, 55, 72, 59, 60
  201, 15, 44, 75, 67, 90, 58, 87, 61, 70
  664, 13, 25, 36, 57, 80, 44, 79, 44, 46
  349, 14, 39, 60, 50, 83, 49, 77, 50, 60
  148, 15, 72, 57, 34, 82, 65, 80, 62, 62
  177, 17, 70, 51, 31, 75, 61, 65, 56, 55
  909, 14, 51, 36, 35, 80, 42, 77, 35, 36
  764, 14, 24, 51, 57, 77, 32, 77, 44, 51
  910, 10, 24, 33, 49, 87, 42, 84, 42, 45
 1180, 11, 35, 47, 32, 73, 38, 66, 43, 48
 1115, 13, 28, 50, 59, 86, 47, 74, 51, 51
  580, 11, 25, 33, 44, 82, 44, 76, 45, 48
  765, 14, 30, 59, 68, 93, 53, 85, 53, 58
 1043, 45, 22, 23, 11, 70, 25, 63, 30, 23
 1098, 11, 49, 33, 35, 79, 45, 78, 33, 38
 1161, 15, 46, 75, 62, 82, 56, 77, 61, 67
 1202, 16, 65, 46, 29, 79, 57, 73, 50, 52
   17, 17, 75, 57, 56, 76, 64, 72, 58, 59
  429, 55, 27, 26, 15, 73, 27, 74, 33, 26
  766, 16, 74, 55, 32, 81, 66, 78, 57, 58
  116, 15, 79, 53, 33, 82, 65, 83, 55, 58
  372, 15, 72, 49, 30, 73, 63, 65, 53, 55
  885, 10, 39, 44, 26, 74, 34, 68, 40, 43
  833, 12, 27, 53, 45, 74, 41, 60, 49, 52
  316, 14, 68, 47, 31, 76, 60, 65, 51, 50
  911, 11, 32, 53, 34, 79, 37, 75, 43, 51
   61, 18, 35, 76, 87, 80, 65, 72, 70, 70
  401, 16, 67, 44, 56, 80, 62, 81, 51, 50
 1188, 16, 58, 42, 28, 77, 56, 74, 46, 49
 1112, 17, 78, 55, 60, 82, 65, 78, 57, 56
   18, 18, 48, 85, 75, 87, 59, 76, 65, 80
 1159, 18, 73, 55, 33, 81, 61, 76, 56, 54
   62, 16, 33, 57, 82, 85, 68, 84, 66, 70
  642, 14, 58, 37, 27, 80, 49, 77, 40, 35
 1189, 14, 44, 58, 43, 78, 48, 71, 48, 50
  430, 13, 58, 39, 27, 75, 55, 73, 43, 45
  317, 15, 58, 63, 42, 84, 53, 83, 52, 54
 1163, 12, 51, 38, 26, 74, 53, 67, 42, 39
 1071, 16, 52, 80, 53, 79, 57, 70, 61, 70
  431, 15, 50, 57, 34, 80, 44, 76, 51, 52
 1123, 16, 51, 84, 70, 87, 62, 83, 73, 83
  767, 13, 23, 34, 53, 82, 50, 71, 46, 45
  289, 17, 51, 73, 53, 77, 57, 70, 63, 62
 1131, 70, 32, 30, 16, 74, 32, 75, 44, 32
  402, 14, 31, 48, 62, 96, 60, 89, 51, 51
 1057, 13, 37, 62, 52, 81, 47, 79, 49, 60
  733, 15, 58, 43, 30, 76, 56, 67, 46, 46
 1105, 17, 80, 53, 55, 75, 62, 71, 55, 57
  202, 14, 55, 73, 51, 84, 57, 77, 62, 62
 1058, 16, 57, 45, 41, 77, 57, 74, 49, 52
  203, 18, 73, 51, 55, 76, 61, 69, 53, 55
   64, 85, 35, 37, 19, 76, 33, 78, 50, 36
  581, 11, 26, 35, 57, 82, 45, 76, 44, 50
  665, 13, 33, 45, 34, 75, 38, 72, 47, 45
  290, 16, 33, 60, 70, 81, 55, 77, 61, 65
 1014, 12, 45, 30, 25, 75, 42, 72, 33, 34
  599, 13, 38, 57, 37, 79, 36, 75, 46, 53
  791, 14, 42, 60, 39, 74, 44, 69, 46, 53
   19, 18, 67, 76, 46, 77, 62, 74, 65, 65
  499, 13, 32, 59, 49, 74, 40, 60, 45, 52
  500, 14, 48, 70, 48, 75, 51, 72, 56, 65
  792, 13, 60, 41, 29, 72, 51, 67, 41, 44
  713, 13, 43, 60, 42, 71, 44, 60, 47, 52
   21, 15, 35, 68, 76, 86, 62, 82, 60, 63
 1171, 14, 41, 35, 25, 76, 45, 77, 40, 38
  518, 19, 79, 89, 51, 82, 61, 77, 61, 75
   65, 17, 37, 62, 89, 89, 65, 81, 62, 70
  982, 43, 22, 23, 13, 59, 24, 46, 26, 22
  204, 16, 75, 54, 33, 85, 62, 78, 58, 57
 1190, 14, 42, 60, 45, 80, 48, 73, 52, 51
  180, 16, 32, 52, 72, 84, 60, 88, 58, 66
  768, 11, 54, 38, 38, 82, 39, 63, 37, 40
  318, 13, 23, 48, 55, 75, 39, 62, 46, 50
  403, 15, 62, 49, 30, 78, 60, 76, 52, 52
 1239, 11, 24, 31, 35, 76, 30, 67, 39, 40
  666, 10, 34, 55, 33, 76, 36, 70, 47, 53
   22, 80, 35, 32, 17, 59, 32, 45, 45, 35
  501, 16, 47, 70, 52, 82, 51, 85, 55, 65
  815, 14, 24, 38, 48, 83, 44, 83, 45, 45
  735, 13, 38, 56, 37, 82, 38, 87, 44, 51
  736, 14, 51, 35, 25, 79, 49, 76, 39, 41
 1160, 15, 73, 54, 31, 73, 65, 66, 58, 55
 1094, 10, 25, 38, 44, 82, 37, 70, 43, 41
  769, 14, 37, 62, 53, 85, 43, 82, 45, 56
  834, 11, 31, 42, 37, 79, 38, 74, 46, 46
  149, 16, 64, 79, 56, 84, 60, 89, 64, 70
  667, 10, 28, 49, 40, 81, 35, 79, 42, 48
  835, 12, 25, 35, 55, 82, 48, 79, 44, 50
  119, 17, 33, 58, 69, 84, 55, 80, 59, 60
  353, 14, 56, 38, 26, 79, 47, 81, 39, 40
 1199, 17, 34, 49, 70, 86, 61, 82, 60, 61
