PLAYERNUMBER,KEEPING,TACKLING,PASSING,SHOOTING,PACE,HEADING,STAMINA,SETPIECES,BALLCONTROL
 3602, 19, 88, 62, 36, 79, 77, 77, 67, 65
 3604, 16, 55, 78, 55, 88, 59, 80, 70, 75
 3605, 15, 46, 69, 48, 83, 51, 78, 61, 68
 3606, 18, 33, 56, 81, 86, 71, 80, 73, 73
 3607, 14, 30, 58, 65, 82, 51, 78, 59, 58
 3608, 16, 33, 64, 75, 88, 58, 85, 68, 70
 3610, 15, 72, 52, 33, 79, 65, 74, 54, 55
 3612, 16, 33, 65, 76, 79, 56, 75, 67, 65
 3615, 16, 83, 55, 35, 80, 71, 80, 57, 60
 3616, 16, 75, 54, 31, 78, 69, 75, 57, 58
 3618, 79, 34, 34, 16, 64, 35, 49, 50, 34
 3619, 17, 36, 63, 90, 90, 74, 83, 75, 80
 3620, 15, 30, 53, 75, 84, 71, 78, 67, 64
 3621, 18, 53, 73, 51, 83, 55, 81, 67, 72
 3622, 17, 52, 73, 51, 84, 56, 81, 67, 72
 3623, 17, 50, 72, 50, 81, 56, 76, 64, 72
 3624, 16, 31, 65, 74, 87, 55, 84, 64, 66
 3625, 16, 47, 70, 50, 85, 53, 85, 62, 70
 3626, 16, 49, 85, 76, 83, 63, 76, 74, 81
 3627, 16, 73, 51, 32, 80, 64, 83, 55, 54
 3628, 15, 83, 55, 59, 83, 69, 79, 58, 59
 3629, 16, 31, 60, 71, 82, 53, 76, 64, 65
 3631, 13, 31, 43, 62, 85, 60, 83, 59, 59
 3632, 15, 30, 49, 71, 84, 65, 80, 66, 64
 3633, 15, 29, 53, 61, 83, 46, 79, 55, 55
 3635, 13, 28, 57, 64, 85, 49, 85, 58, 58
 3636, 15, 41, 62, 44, 81, 46, 81, 55, 60
 3637, 15, 36, 58, 85, 93, 74, 90, 74, 76
 3640, 81, 33, 33, 15, 69, 34, 65, 50, 34
 3641, 15, 34, 62, 74, 84, 58, 78, 69, 68
 3639, 14, 66, 49, 29, 77, 61, 75, 52, 52
 3644, 16, 65, 45, 30, 83, 57, 81, 47, 47
 3645, 16, 89, 59, 36, 78, 74, 73, 63, 64
 3646, 14, 50, 69, 48, 84, 54, 84, 64, 69
 3647, 18, 80, 51, 34, 84, 67, 75, 56, 55
 3649, 15, 49, 85, 73, 79, 59, 69, 73, 78
 3650, 18, 34, 62, 91, 88, 79, 87, 77, 80
 3651, 18, 36, 61, 86, 83, 75, 75, 77, 75
 3648, 11, 24, 31, 44, 83, 38, 84, 40, 41
 3653, 19, 53, 91, 78, 88, 65, 84, 82, 92
 3654, 77, 34, 35, 18, 66, 35, 58, 46, 35
 3655, 19, 85, 57, 34, 82, 73, 81, 61, 61
 3579, 18, 34, 58, 90, 89, 77, 84, 80, 78
 4357, 25, 98, 70, 42, 84, 90, 86, 85, 85
 4358, 14, 60, 98, 75, 89, 85, 87, 88, 92
 3747, 13, 64, 48, 30, 82, 61, 79, 48, 49
 3750, 17, 51, 79, 57, 85, 56, 85, 67, 75
 3756, 64, 28, 31, 13, 70, 29, 65, 38, 30
 3768, 18, 90, 58, 34, 82, 83, 81, 65, 65
 3854, 19, 78, 57, 34, 84, 72, 81, 59, 62
 3855, 16, 49, 88, 73, 83, 64, 78, 74, 85
 3859, 14, 76, 50, 35, 74, 65, 63, 57, 55
 3856, 18, 49, 88, 73, 87, 61, 79, 75, 89
 3860, 16, 50, 73, 51, 84, 56, 81, 65, 71
 3858, 15, 30, 48, 71, 83, 64, 81, 66, 65
 3857, 71, 30, 29, 14, 67, 31, 64, 39, 30
 3861, 16, 29, 55, 63, 83, 49, 80, 57, 56
 3928, 17, 32, 63, 74, 82, 58, 79, 64, 63
 4094, 18, 89, 59, 37, 81, 82, 80, 64, 65
 3960, 71, 30, 33, 17, 72, 31, 75, 44, 31
 3994, 19, 84, 56, 34, 78, 78, 68, 62, 61
 4049, 19, 36, 61, 86, 85, 74, 77, 79, 78
 4050, 16, 89, 62, 36, 80, 78, 74, 63, 64
 3643, 19, 36, 75, 89, 86, 62, 77, 77, 78
 4123, 15, 46, 64, 44, 84, 49, 86, 58, 62
 4136, 15, 84, 56, 33, 78, 77, 70, 61, 61
 4138, 75, 32, 33, 18, 70, 32, 67, 47, 32
 4139, 14, 52, 77, 53, 80, 55, 78, 68, 75
 4143, 15, 82, 55, 34, 75, 75, 70, 59, 59
 3993, 18, 77, 55, 31, 86, 69, 81, 57, 56
 4222, 81, 35, 35, 19, 71, 33, 68, 51, 33
 4288, 66, 29, 32, 16, 70, 31, 68, 40, 30
 4289, 18, 63, 85, 58, 86, 66, 76, 77, 82
 4292, 78, 32, 32, 17, 77, 34, 73, 48, 35
 4298, 13, 64, 45, 28, 81, 61, 82, 52, 49
 4301, 16, 73, 51, 33, 84, 67, 85, 57, 57
 4302, 82, 35, 36, 16, 71, 37, 68, 51, 36
 4303, 17, 34, 68, 77, 86, 59, 82, 72, 72
 4309, 18, 34, 57, 70, 85, 55, 85, 67, 67
 4319, 14, 31, 51, 72, 82, 67, 83, 67, 64
 4327, 15, 34, 63, 71, 84, 53, 79, 66, 64
 4331, 16, 32, 59, 84, 85, 71, 82, 73, 74
 4334, 16, 71, 45, 30, 69, 64, 57, 55, 51
 3656, 14, 52, 73, 52, 80, 55, 78, 66, 71
 3657, 77, 34, 33, 19, 74, 33, 67, 49, 33
 3658, 16, 72, 82, 50, 85, 62, 83, 75, 81
 3684, 16, 32, 74, 83, 84, 56, 82, 69, 69
 4074, 15, 72, 49, 30, 81, 62, 76, 50, 52
 4073, 15, 30, 51, 73, 85, 67, 85, 67, 66
 4255, 15, 58, 77, 53, 79, 62, 77, 71, 75
 3659, 19, 37, 58, 83, 81, 76, 73, 74, 77
 3893, 13, 31, 43, 29, 80, 31, 75, 42, 44
 3660, 15, 72, 52, 30, 78, 64, 76, 56, 57
 3661, 15, 30, 47, 72, 89, 61, 83, 63, 60
 3662, 15, 69, 46, 27, 81, 58, 78, 50, 48
 3663, 16, 53, 77, 53, 80, 58, 75, 71, 75
 3664, 15, 29, 53, 61, 83, 49, 75, 57, 60
 3665, 17, 33, 50, 72, 83, 66, 79, 64, 64
 3668, 15, 34, 53, 79, 87, 73, 83, 68, 68
 3670, 19, 85, 59, 33, 82, 79, 81, 60, 61
 3671, 16, 32, 67, 75, 85, 57, 79, 70, 69
 3674, 15, 48, 67, 46, 83, 53, 79, 61, 68
 3675, 17, 49, 83, 68, 83, 60, 77, 70, 78
 3676, 15, 32, 53, 74, 83, 67, 82, 68, 68
 3673, 15, 31, 65, 73, 84, 54, 82, 67, 67
 3677, 14, 28, 41, 62, 82, 55, 80, 56, 57
 4160, 16, 31, 62, 77, 93, 55, 86, 67, 67
 3642, 16, 31, 50, 71, 78, 67, 68, 65, 67
 3957, 18, 51, 81, 65, 86, 57, 83, 70, 78
 3678, 17, 32, 52, 76, 84, 67, 79, 68, 66
 3679, 19, 81, 57, 32, 79, 72, 75, 61, 61
 3680, 16, 55, 70, 54, 80, 56, 75, 65, 74
 3681, 89, 37, 35, 17, 79, 34, 76, 51, 36
 3683, 14, 33, 52, 80, 85, 73, 81, 69, 67
 3685, 15, 46, 81, 71, 86, 57, 85, 69, 73
 3687, 17, 69, 48, 31, 85, 63, 82, 53, 51
 3688, 19, 58, 88, 63, 86, 62, 81, 74, 89
 3691, 15, 73, 51, 32, 83, 67, 81, 55, 55
 3692, 19, 34, 59, 87, 91, 74, 82, 74, 80
 3693, 17, 33, 59, 77, 79, 74, 71, 72, 71
 3694, 15, 48, 68, 50, 83, 54, 80, 62, 70
 3695, 18, 79, 56, 34, 79, 71, 76, 57, 59
 3696, 17, 31, 55, 67, 79, 51, 76, 61, 62
 3697, 17, 64, 77, 45, 79, 57, 77, 66, 74
 3698, 16, 80, 51, 33, 80, 69, 72, 55, 57
 3699, 13, 31, 46, 65, 84, 57, 79, 60, 60
 3700, 17, 33, 49, 76, 91, 67, 86, 64, 68
 3704, 14, 28, 51, 62, 79, 49, 76, 60, 58
 3703, 14, 54, 74, 49, 86, 51, 86, 63, 71
 3705, 14, 30, 62, 75, 88, 56, 83, 64, 63
 3706, 15, 66, 44, 30, 82, 61, 84, 49, 50
 3707, 19, 89, 60, 34, 81, 78, 77, 64, 64
 3708, 16, 71, 50, 31, 82, 66, 81, 56, 56
 3709, 16, 52, 74, 50, 85, 55, 82, 68, 72
 3710, 17, 51, 73, 51, 77, 56, 75, 67, 72
 3711, 18, 34, 67, 82, 84, 60, 81, 69, 68
 3712, 18, 49, 83, 67, 79, 58, 66, 71, 78
 3714, 16, 33, 49, 72, 87, 67, 89, 64, 64
 3716, 16, 35, 61, 81, 94, 75, 89, 73, 72
 3715, 16, 83, 53, 60, 83, 69, 78, 59, 56
 3717, 14, 32, 59, 71, 84, 54, 82, 63, 65
 3718, 18, 89, 63, 37, 77, 78, 70, 64, 65
 3719, 18, 35, 64, 75, 87, 57, 84, 70, 69
 3720, 16, 50, 83, 72, 89, 62, 85, 71, 81
 3722, 17, 56, 81, 54, 75, 60, 63, 69, 77
 3725, 16, 57, 83, 58, 85, 64, 84, 74, 82
 3726, 18, 53, 86, 74, 83, 64, 83, 74, 82
 3727, 14, 61, 69, 42, 72, 54, 63, 65, 72
 3728, 72, 34, 31, 17, 67, 34, 56, 44, 34
 3730, 14, 73, 49, 33, 84, 65, 84, 56, 55
 3733, 79, 33, 34, 17, 74, 33, 72, 49, 33
 3734, 17, 77, 49, 32, 76, 69, 73, 53, 55
 3735, 15, 33, 60, 85, 85, 71, 81, 70, 72
 3736, 16, 28, 56, 68, 82, 52, 82, 61, 63
 3738, 19, 52, 84, 70, 86, 60, 80, 73, 80
 3740, 67, 32, 31, 17, 65, 31, 63, 43, 29
 3742, 17, 49, 77, 65, 74, 62, 66, 72, 79
 3744, 18, 80, 61, 34, 81, 75, 71, 62, 61
 3745, 17, 54, 94, 83, 84, 65, 81, 80, 90
 3746, 13, 43, 62, 46, 79, 46, 78, 57, 63
 3743, 18, 78, 52, 31, 83, 67, 82, 55, 56
 3748, 83, 34, 36, 17, 66, 33, 61, 47, 33
 3749, 15, 28, 49, 67, 87, 56, 85, 57, 58
 3751, 14, 30, 51, 76, 82, 64, 78, 66, 69
 3752, 20, 92, 59, 36, 84, 78, 84, 65, 64
 3753, 11, 43, 30, 22, 81, 38, 78, 31, 35
 3754, 89, 35, 35, 18, 66, 35, 60, 52, 35
 3757, 19, 78, 87, 54, 76, 64, 67, 74, 82
 3758, 19, 36, 67, 92, 89, 78, 83, 81, 85
 3759, 18, 80, 57, 33, 79, 70, 75, 61, 58
 3760, 18, 53, 74, 54, 78, 55, 75, 67, 76
 3761, 16, 39, 70, 58, 83, 50, 81, 59, 67
 3763, 16, 56, 80, 59, 79, 59, 76, 68, 78
 3765, 18, 36, 62, 89, 83, 76, 78, 77, 76
 3766, 16, 92, 61, 68, 84, 76, 79, 63, 65
 3767, 17, 34, 67, 81, 90, 64, 89, 77, 74
 3775, 16, 80, 54, 34, 82, 72, 81, 61, 61
 3777, 17, 33, 57, 85, 92, 75, 87, 73, 79
 3778, 19, 88, 62, 34, 79, 75, 74, 62, 64
 3780, 16, 28, 46, 64, 79, 59, 74, 57, 57
 3781, 15, 50, 83, 69, 80, 66, 80, 71, 80
 3782, 15, 51, 73, 50, 84, 54, 80, 66, 73
 3783, 14, 78, 49, 32, 80, 66, 75, 54, 53
 3784, 15, 74, 52, 32, 80, 69, 78, 55, 57
 3787, 18, 83, 58, 34, 81, 75, 76, 64, 63
 3788, 17, 35, 72, 82, 85, 60, 78, 69, 68
 3789, 14, 62, 42, 27, 81, 55, 74, 47, 47
 3791, 13, 28, 60, 69, 89, 48, 82, 60, 63
 3792, 15, 84, 62, 35, 85, 71, 82, 63, 60
 3793, 16, 73, 51, 32, 79, 68, 74, 57, 57
 3794, 16, 85, 56, 35, 83, 72, 84, 63, 62
 3795, 18, 35, 72, 82, 84, 63, 80, 74, 72
 3796, 18, 47, 82, 68, 82, 60, 81, 70, 75
 3797, 16, 50, 74, 49, 86, 55, 87, 66, 74
 3799, 19, 82, 60, 34, 80, 72, 74, 60, 59
 3800, 16, 73, 50, 32, 83, 64, 83, 57, 54
 3802, 14, 31, 61, 69, 79, 53, 76, 64, 62
 3804, 71, 32, 34, 15, 74, 33, 68, 45, 32
 3805, 14, 66, 47, 30, 81, 64, 80, 53, 52
 3806, 16, 85, 57, 36, 82, 76, 82, 62, 62
 3808, 16, 50, 73, 50, 84, 55, 84, 66, 71
 3809, 18, 36, 79, 90, 92, 66, 85, 80, 83
 3811, 16, 87, 60, 35, 85, 74, 76, 63, 63
 3812, 14, 32, 51, 70, 88, 64, 80, 62, 63
 3813, 16, 31, 46, 71, 78, 65, 71, 60, 59
 3814, 17, 57, 82, 57, 78, 65, 73, 76, 84
 3816, 16, 63, 45, 29, 87, 58, 80, 50, 48
 3817, 13, 28, 55, 62, 82, 49, 74, 58, 59
 3818, 16, 30, 61, 75, 86, 54, 84, 64, 66
 3819, 18, 82, 60, 35, 76, 74, 73, 59, 60
 3821, 17, 77, 55, 34, 85, 69, 84, 58, 59
 3822, 15, 63, 44, 30, 83, 54, 80, 48, 45
 3826, 19, 61, 84, 63, 83, 62, 78, 77, 89
 3828, 15, 31, 69, 81, 84, 58, 81, 68, 75
 3830, 16, 48, 83, 67, 74, 64, 65, 70, 81
 3831, 15, 70, 80, 49, 84, 60, 80, 70, 81
 3832, 15, 75, 51, 32, 77, 68, 69, 57, 57
 3833, 16, 85, 58, 35, 85, 76, 83, 62, 61
 3834, 15, 28, 58, 71, 85, 52, 82, 59, 65
 3835, 15, 50, 74, 54, 80, 55, 75, 64, 71
 3836, 18, 52, 89, 72, 84, 64, 79, 74, 87
 3837, 71, 30, 31, 15, 66, 33, 54, 41, 33
 3838, 16, 83, 55, 34, 84, 69, 75, 58, 57
 3839, 15, 58, 82, 52, 75, 58, 64, 68, 76
 3840, 14, 48, 70, 50, 83, 55, 82, 63, 70
 3841, 74, 31, 31, 17, 72, 32, 72, 46, 32
 3842, 14, 45, 66, 45, 83, 52, 80, 60, 65
 3844, 81, 35, 33, 17, 69, 33, 65, 47, 33
 3843, 16, 82, 58, 33, 78, 77, 76, 62, 65
 3845, 18, 47, 83, 70, 73, 58, 65, 70, 80
 3846, 13, 44, 65, 43, 81, 48, 76, 57, 65
 3847, 14, 70, 53, 33, 79, 66, 78, 56, 56
 3848, 16, 78, 53, 34, 83, 69, 82, 54, 56
 3849, 17, 50, 69, 49, 84, 54, 83, 65, 71
 3850, 17, 33, 62, 87, 84, 72, 82, 72, 78
 3851, 78, 32, 35, 16, 73, 33, 74, 46, 33
 3852, 19, 36, 75, 85, 83, 64, 77, 74, 76
 3853, 17, 59, 81, 56, 82, 64, 82, 75, 79
 3862, 14, 51, 78, 55, 79, 55, 72, 66, 72
 3863, 15, 51, 73, 55, 85, 56, 81, 64, 72
 3865, 17, 31, 49, 66, 85, 62, 79, 60, 62
 3866, 14, 70, 45, 32, 81, 61, 78, 51, 48
 3867, 80, 33, 33, 19, 78, 36, 77, 49, 36
 3868, 12, 22, 35, 42, 85, 34, 82, 39, 40
 3869, 14, 30, 57, 68, 83, 51, 80, 62, 61
 3870, 17, 49, 78, 51, 82, 53, 76, 64, 70
 3871, 14, 49, 64, 46, 86, 51, 75, 60, 67
 3872, 80, 32, 36, 18, 72, 33, 74, 49, 33
 3873, 17, 76, 52, 32, 77, 70, 73, 57, 59
 3874, 14, 28, 58, 67, 85, 52, 81, 59, 60
 3875, 19, 34, 62, 91, 88, 79, 81, 79, 80
 3876, 17, 35, 57, 81, 84, 71, 83, 72, 73
 3878, 19, 59, 84, 60, 82, 62, 79, 75, 82
 3877, 15, 65, 46, 29, 76, 60, 72, 50, 50
 3879, 17, 65, 47, 31, 81, 62, 77, 52, 50
 3880, 18, 31, 61, 71, 83, 55, 82, 66, 67
 3881, 75, 32, 31, 17, 72, 32, 67, 45, 34
 3882, 15, 29, 56, 64, 85, 50, 86, 59, 58
 3883, 16, 82, 57, 35, 80, 73, 77, 61, 61
 3884, 17, 73, 50, 31, 77, 66, 70, 53, 57
 3885, 17, 75, 54, 33, 83, 71, 82, 58, 57
 3886, 16, 54, 77, 54, 89, 59, 83, 69, 75
 3887, 18, 56, 82, 55, 80, 61, 74, 70, 77
 3888, 18, 79, 56, 32, 78, 72, 73, 62, 61
 3889, 14, 28, 52, 64, 85, 47, 84, 58, 59
 3890, 17, 56, 78, 56, 83, 61, 81, 73, 79
 3891, 16, 47, 65, 47, 78, 51, 75, 62, 64
 3892, 19, 51, 88, 71, 84, 64, 83, 75, 89
 3894, 17, 52, 88, 73, 92, 65, 85, 80, 94
 3895, 13, 30, 48, 69, 86, 62, 81, 60, 63
 3896, 18, 73, 52, 32, 81, 65, 82, 54, 54
 3897, 17, 71, 50, 32, 77, 63, 73, 55, 52
 3898, 19, 87, 62, 35, 82, 79, 79, 65, 65
 3899, 18, 62, 89, 65, 85, 66, 83, 79, 93
 3900, 17, 51, 75, 53, 85, 58, 82, 66, 73
 3901, 16, 33, 53, 80, 87, 71, 81, 69, 71
 3902, 14, 72, 51, 31, 81, 68, 81, 53, 54
 3903, 17, 30, 63, 70, 82, 54, 75, 63, 65
 3904, 19, 36, 67, 83, 97, 63, 89, 75, 78
 3905, 14, 67, 49, 32, 76, 60, 72, 50, 51
 3906, 16, 55, 83, 56, 83, 61, 84, 72, 80
 3908, 19, 88, 62, 62, 82, 82, 77, 67, 65
 3907, 16, 52, 74, 55, 85, 55, 83, 67, 76
 3909, 82, 35, 35, 16, 74, 36, 70, 50, 36
 3910, 14, 41, 63, 55, 78, 50, 73, 59, 65
 3911, 19, 86, 59, 35, 75, 74, 67, 63, 62
 3912, 73, 32, 33, 15, 69, 34, 63, 42, 33
 3914, 19, 51, 91, 80, 85, 63, 72, 79, 90
 3913, 19, 49, 86, 70, 85, 64, 86, 74, 81
 3915, 15, 43, 62, 41, 81, 46, 81, 55, 59
 3916, 19, 83, 57, 37, 81, 72, 80, 63, 61
 3917, 16, 34, 66, 78, 88, 55, 86, 64, 66
 3918, 15, 29, 47, 65, 84, 58, 77, 58, 59
 3919, 64, 30, 30, 13, 69, 29, 64, 38, 30
 3920, 18, 58, 85, 55, 84, 63, 81, 74, 87
 3921, 18, 32, 59, 76, 85, 70, 82, 69, 68
 3923, 17, 53, 73, 50, 79, 54, 73, 64, 72
 3924, 15, 69, 49, 30, 78, 62, 74, 50, 51
 3925, 16, 88, 59, 37, 83, 77, 76, 64, 65
 3926, 15, 46, 63, 43, 82, 47, 78, 59, 65
 3929, 14, 47, 78, 67, 76, 54, 64, 66, 71
 3930, 17, 79, 56, 34, 80, 74, 75, 60, 63
 3931, 17, 58, 82, 55, 84, 59, 81, 70, 77
 3545, 71, 33, 32, 16, 65, 30, 59, 43, 32
 3934, 18, 33, 61, 71, 87, 57, 85, 65, 67
 3935, 14, 46, 67, 48, 84, 52, 81, 60, 65
 3936, 14, 67, 45, 30, 81, 59, 75, 52, 50
 3937, 12, 29, 41, 65, 75, 58, 62, 57, 56
 3938, 17, 52, 80, 51, 85, 59, 75, 67, 72
 3939, 17, 35, 67, 75, 87, 57, 84, 69, 68
 3940, 18, 69, 78, 43, 88, 54, 81, 65, 76
 3942, 17, 73, 50, 31, 80, 66, 77, 56, 54
 3941, 16, 55, 75, 59, 81, 59, 74, 71, 78
 3943, 16, 49, 70, 46, 81, 48, 73, 59, 64
 3944, 14, 75, 47, 32, 74, 64, 67, 53, 54
 3945, 11, 43, 29, 24, 77, 41, 75, 34, 32
 3946, 16, 34, 69, 79, 92, 62, 86, 75, 72
 3947, 19, 34, 64, 78, 82, 61, 72, 73, 70
 3948, 17, 33, 68, 78, 91, 59, 89, 71, 76
 3949, 18, 87, 56, 35, 88, 73, 79, 60, 61
 3951, 16, 73, 50, 34, 84, 67, 81, 55, 55
 3953, 17, 74, 54, 33, 80, 67, 81, 57, 57
 3954, 14, 30, 46, 68, 85, 63, 84, 60, 63
 3955, 14, 58, 69, 44, 72, 53, 60, 63, 69
 3956, 15, 46, 63, 47, 79, 52, 77, 59, 66
 3958, 18, 51, 75, 52, 84, 58, 82, 67, 74
 3959, 13, 28, 56, 67, 85, 49, 85, 59, 61
 3961, 16, 49, 72, 50, 83, 52, 79, 64, 70
 3963, 16, 82, 57, 32, 82, 77, 85, 60, 59
 3964, 17, 49, 76, 52, 83, 53, 77, 64, 73
 3965, 17, 38, 79, 94, 85, 85, 88, 89, 89
 3966, 86, 36, 36, 18, 68, 35, 63, 49, 33
 3967, 15, 49, 82, 67, 83, 65, 82, 73, 82
 3969, 15, 83, 55, 35, 76, 74, 66, 59, 61
 3971, 17, 73, 53, 32, 80, 66, 81, 57, 58
 3972, 17, 53, 76, 53, 82, 58, 76, 68, 76
 3973, 17, 32, 59, 71, 85, 56, 81, 66, 69
 3975, 14, 49, 69, 47, 80, 53, 75, 60, 69
 3976, 16, 80, 88, 52, 88, 62, 81, 75, 83
 3978, 18, 55, 77, 54, 80, 62, 71, 72, 81
 3979, 14, 31, 54, 77, 86, 67, 80, 67, 70
 3980, 19, 83, 57, 33, 79, 76, 78, 60, 62
 3981, 15, 70, 48, 33, 80, 63, 81, 54, 54
 3982, 17, 83, 55, 31, 79, 73, 68, 58, 59
 3983, 18, 35, 60, 91, 86, 74, 86, 78, 78
 3984, 16, 83, 58, 33, 80, 74, 77, 61, 62
 3985, 10, 41, 30, 21, 72, 42, 68, 31, 34
 3986, 70, 30, 33, 15, 74, 30, 70, 43, 30
 3987, 81, 33, 35, 17, 73, 36, 69, 50, 35
 3989, 13, 46, 64, 46, 82, 48, 80, 58, 65
 3988, 10, 44, 28, 22, 78, 39, 74, 32, 35
 3990, 15, 50, 74, 49, 81, 54, 78, 66, 70
 3991, 14, 30, 65, 75, 86, 57, 84, 65, 67
 3992, 15, 75, 50, 31, 76, 70, 72, 55, 54
 3995, 15, 80, 59, 35, 84, 72, 81, 62, 62
 3996, 12, 42, 32, 23, 74, 42, 71, 32, 32
 3997, 18, 33, 61, 75, 87, 56, 85, 71, 70
 3998, 17, 32, 56, 69, 88, 51, 86, 65, 62
 3999, 16, 29, 45, 69, 87, 59, 82, 58, 64
 4003, 18, 54, 77, 57, 84, 60, 83, 70, 79
 4004, 17, 73, 50, 32, 79, 64, 80, 53, 54
 4005, 20, 90, 61, 38, 88, 83, 80, 65, 67
 4006, 13, 43, 64, 43, 80, 49, 79, 60, 64
 4007, 19, 94, 64, 36, 84, 82, 83, 68, 67
 4009, 17, 72, 50, 33, 80, 64, 74, 56, 56
 4011, 16, 48, 64, 47, 82, 51, 78, 60, 65
 4012, 17, 31, 57, 68, 84, 52, 80, 63, 64
 4013, 13, 45, 71, 48, 84, 49, 84, 59, 71
 4015, 74, 32, 34, 15, 72, 33, 64, 44, 31
 4014, 18, 54, 80, 55, 86, 60, 88, 72, 79
 4017, 18, 34, 72, 82, 88, 58, 88, 71, 68
 4018, 19, 84, 63, 35, 82, 75, 80, 64, 61
 4019, 81, 34, 32, 15, 79, 33, 75, 48, 34
 4020, 18, 50, 71, 49, 84, 55, 80, 64, 72
 4022, 19, 37, 61, 88, 90, 76, 84, 76, 80
 4023, 14, 50, 70, 51, 83, 52, 79, 63, 70
 4024, 16, 67, 47, 31, 77, 63, 69, 53, 53
 4025, 14, 48, 67, 47, 81, 51, 81, 60, 68
 4026, 18, 49, 72, 50, 83, 53, 82, 66, 72
 4027, 15, 33, 61, 73, 87, 51, 86, 65, 63
