PLAYERNUMBER,KEEPING,TACKLING,PASSING,SHOOTING,PACE,HEADING,STAMINA,SETPIECES,BALLCONTROL
  195, 14, 73, 49, 31, 78, 73, 75, 61, 52
 2904, 13, 30, 49, 74, 84, 65, 84, 59, 62
 2353, 14, 40, 70, 62, 82, 52, 76, 61, 71
 2981, 14, 76, 51, 31, 77, 64, 71, 53, 54
  408, 15, 31, 64, 76, 85, 57, 77, 68, 79
  787, 15, 70, 80, 44, 82, 57, 86, 65, 77
  426, 17, 87, 57, 33, 75, 73, 70, 59, 63
 2932, 13, 66, 44, 31, 84, 61, 80, 46, 51
 2319, 14, 29, 58, 72, 80, 54, 73, 57, 60
  197, 17, 79, 53, 33, 87, 77, 86, 57, 56
   36, 14, 28, 50, 63, 86, 65, 76, 60, 62
  803, 15, 30, 69, 78, 91, 57, 87, 67, 72
    2, 80, 34, 32, 17, 74, 34, 72, 46, 33
 2321, 13, 31, 55, 66, 85, 48, 79, 53, 59
  255, 17, 42, 79, 69, 89, 55, 88, 60, 84
 2566, 17, 29, 62, 77, 86, 53, 72, 65, 70
 2163, 13, 62, 71, 39, 82, 49, 89, 61, 68
 2303, 16, 56, 69, 36, 76, 49, 74, 59, 66
  366, 87, 31, 36, 16, 72, 31, 77, 48, 36
 2057, 14, 64, 44, 30, 74, 62, 76, 45, 48
 2940, 12, 37, 67, 58, 80, 47, 74, 59, 67
 2472, 14, 28, 56, 68, 80, 52, 77, 55, 58
 2623, 13, 72, 49, 27, 76, 64, 79, 50, 48
 2920, 15, 44, 66, 45, 86, 49, 82, 64, 64
 2754, 14, 31, 49, 78, 86, 66, 80, 62, 64
 2287, 15, 71, 49, 32, 84, 62, 89, 55, 50
 2891, 14, 68, 48, 27, 84, 59, 84, 50, 50
  542, 17, 72, 82, 50, 87, 62, 88, 74, 80
  131, 16, 51, 76, 60, 80, 56, 77, 68, 78
  647, 17, 31, 55, 81, 93, 68, 90, 64, 72
 2167, 15, 38, 71, 62, 84, 51, 84, 58, 66
 2015, 15, 66, 43, 28, 81, 65, 76, 53, 46
 2816, 17, 31, 65, 74, 95, 54, 90, 62, 68
 3031, 15, 48, 88, 73, 82, 57, 75, 76, 83
 2842, 14, 74, 48, 28, 80, 57, 75, 53, 47
 2625, 16, 72, 44, 29, 71, 64, 72, 53, 49
   12, 16, 84, 61, 35, 86, 81, 89, 57, 62
 2257, 15, 38, 73, 61, 86, 47, 81, 57, 71
 2643, 16, 55, 65, 39, 86, 50, 89, 58, 58
 2720, 14, 76, 50, 29, 75, 63, 71, 59, 50
 2440, 14, 40, 78, 68, 83, 52, 81, 64, 78
 2508, 14, 46, 66, 46, 89, 51, 87, 55, 68
   83, 16, 32, 69, 79, 87, 54, 80, 68, 74
 2742, 15, 59, 67, 39, 85, 47, 86, 66, 69
 3133, 12, 42, 61, 40, 77, 43, 69, 51, 56
 2813, 14, 27, 65, 78, 95, 54, 92, 63, 70
 2941, 13, 42, 66, 44, 79, 53, 83, 58, 66
  302, 15, 63, 76, 43, 80, 56, 72, 68, 77
 2627, 14, 65, 44, 28, 74, 59, 69, 50, 45
 2964, 16, 27, 44, 71, 81, 60, 83, 58, 62
 2895, 15, 44, 72, 53, 83, 53, 69, 58, 71
 2975, 62, 27, 29, 14, 58, 28, 54, 36, 30
  709, 74, 30, 30, 14, 69, 31, 65, 41, 33
  761, 75, 34, 34, 16, 73, 31, 71, 47, 30
  346, 16, 57, 88, 58, 88, 60, 81, 69, 83
 2919, 15, 51, 62, 37, 83, 45, 85, 57, 65
  621, 14, 81, 56, 31, 74, 75, 78, 65, 56
  217, 16, 49, 78, 48, 85, 49, 77, 59, 79
   51, 17, 85, 52, 34, 86, 70, 80, 63, 55
 2841, 69, 30, 31, 15, 64, 31, 62, 40, 31
  348, 19, 88, 59, 61, 84, 79, 85, 61, 67
 2877, 14, 34, 69, 56, 78, 46, 72, 55, 70
   97, 78, 34, 36, 18, 72, 35, 73, 48, 35
  284, 16, 71, 51, 31, 77, 70, 71, 61, 54
  586, 16, 66, 74, 48, 87, 57, 85, 69, 75
 3010, 15, 80, 50, 29, 75, 71, 76, 54, 55
  392, 18, 68, 82, 52, 82, 65, 83, 73, 78
 2155, 14, 74, 49, 29, 80, 59, 80, 55, 49
 2079, 12, 52, 59, 37, 77, 49, 76, 61, 60
 2087, 15, 28, 51, 60, 74, 47, 70, 54, 54
 2089, 12, 26, 51, 63, 81, 45, 83, 52, 54
   38, 18, 32, 51, 80, 85, 80, 81, 65, 69
  588, 17, 57, 71, 43, 85, 52, 87, 62, 73
 3007, 15, 62, 75, 44, 80, 54, 73, 64, 74
 3126, 16, 45, 65, 43, 75, 46, 71, 57, 62
 2177, 15, 27, 58, 70, 85, 50, 78, 53, 62
 3061, 15, 72, 44, 30, 77, 60, 77, 48, 50
  388, 16, 85, 54, 34, 86, 81, 90, 65, 60
  304, 17, 58, 88, 57, 90, 59, 88, 75, 91
 2924, 13, 27, 46, 67, 84, 69, 83, 56, 60
  110, 19, 72, 80, 47, 87, 65, 89, 76, 78
 2035, 13, 51, 63, 39, 85, 53, 79, 64, 59
 2205, 13, 60, 69, 39, 82, 46, 81, 61, 68
  324, 16, 27, 63, 71, 93, 48, 77, 55, 69
 3019, 15, 54, 76, 53, 80, 54, 75, 64, 74
  544, 18, 68, 77, 50, 75, 68, 80, 70, 77
  516, 18, 85, 57, 32, 78, 82, 85, 58, 60
  755, 18, 33, 76, 89, 90, 65, 91, 71, 77
 2962, 13, 67, 47, 30, 75, 63, 70, 48, 50
 2335, 17, 74, 48, 31, 79, 66, 82, 54, 50
 3055, 17, 85, 57, 31, 83, 71, 83, 55, 60
 2291, 17, 77, 49, 32, 83, 69, 88, 51, 57
   42, 17, 34, 61, 80, 92, 68, 93, 71, 76
 3105, 15, 63, 43, 29, 77, 56, 71, 48, 49
 2655, 13, 29, 47, 72, 92, 59, 81, 63, 65
  520, 19, 90, 59, 35, 88, 83, 92, 67, 62
 2861, 16, 37, 75, 65, 76, 56, 78, 61, 82
  773, 18, 84, 54, 33, 74, 77, 72, 55, 59
  667, 16, 87, 58, 36, 75, 70, 72, 66, 57
 2957, 16, 48, 67, 45, 79, 47, 74, 57, 67
  428, 15, 88, 57, 31, 83, 82, 85, 62, 61
  572, 14, 83, 59, 31, 89, 68, 87, 59, 62
 2806, 15, 37, 72, 59, 75, 50, 75, 53, 62
 2261, 15, 52, 64, 35, 75, 44, 74, 55, 60
  199, 17, 74, 51, 30, 81, 70, 82, 61, 55
 2023, 15, 48, 65, 46, 77, 43, 66, 58, 58
  679, 16, 68, 78, 51, 85, 61, 84, 77, 78
  227, 17, 31, 54, 80, 90, 70, 82, 58, 72
  458, 16, 34, 69, 90, 91, 73, 84, 80, 82
 3028, 14, 76, 54, 32, 85, 64, 80, 52, 55
 2724, 17, 83, 57, 61, 82, 66, 75, 61, 56
  522, 18, 88, 63, 35, 74, 74, 73, 65, 64
 2858, 14, 54, 67, 41, 82, 51, 77, 63, 73
   46, 85, 31, 35, 18, 66, 34, 64, 49, 36
 2952, 14, 28, 57, 67, 81, 48, 75, 56, 59
  574, 15, 77, 54, 33, 77, 73, 73, 62, 56
 3111, 16, 28, 46, 63, 81, 55, 72, 56, 58
  444, 18, 61, 72, 46, 79, 59, 86, 64, 79
 2629, 16, 72, 49, 29, 76, 71, 90, 47, 50
 3068, 62, 27, 26, 14, 65, 28, 68, 33, 27
 2516, 15, 32, 64, 72, 79, 55, 72, 63, 69
 2987, 76, 31, 31, 14, 59, 32, 53, 43, 33
 2215, 12, 38, 67, 56, 78, 46, 76, 56, 67
  201, 16, 75, 49, 30, 79, 61, 85, 53, 53
  360, 17, 35, 69, 82, 95, 63, 86, 69, 71
 2912, 15, 64, 43, 28, 77, 63, 80, 46, 46
 3024, 16, 29, 49, 73, 92, 66, 85, 69, 68
 2744, 14, 46, 67, 50, 79, 48, 74, 59, 69
 2071, 14, 52, 59, 37, 81, 53, 81, 55, 66
 2009, 14, 74, 44, 27, 76, 61, 86, 53, 47
 2263, 15, 57, 64, 38, 83, 49, 86, 58, 62
 2179, 13, 28, 58, 65, 81, 46, 76, 56, 60
 3030, 17, 56, 80, 52, 77, 57, 69, 69, 74
 3034, 17, 79, 55, 56, 85, 71, 82, 58, 56
 3114, 14, 47, 63, 46, 74, 52, 79, 56, 61
 3138, 12, 27, 45, 63, 78, 53, 74, 59, 59
 3066, 13, 62, 41, 26, 76, 56, 68, 44, 47
 3009, 18, 83, 57, 31, 77, 71, 79, 57, 59
 2944, 13, 35, 69, 57, 83, 45, 77, 61, 65
 2808, 16, 47, 73, 52, 86, 53, 79, 58, 71
 2241, 16, 73, 49, 28, 73, 59, 70, 49, 50
 2956, 15, 39, 69, 56, 83, 52, 83, 64, 66
 3040, 18, 44, 79, 65, 78, 55, 68, 70, 80
 2750, 15, 38, 74, 66, 82, 52, 80, 58, 66
 3006, 16, 52, 78, 52, 82, 58, 74, 69, 73
  590, 13, 40, 75, 64, 75, 52, 68, 57, 78
 2992, 15, 43, 76, 64, 82, 52, 74, 68, 73
  661, 73, 32, 32, 14, 69, 32, 74, 43, 33
 2933, 14, 67, 42, 30, 84, 56, 81, 45, 46
 3014, 14, 74, 48, 54, 88, 62, 88, 52, 58
 2702, 13, 28, 55, 68, 85, 51, 81, 55, 61
 2073, 14, 33, 64, 57, 79, 44, 86, 51, 64
  101, 18, 85, 56, 33, 86, 75, 82, 59, 58
 2199, 15, 76, 51, 30, 77, 63, 79, 51, 58
 2814, 15, 32, 53, 75, 87, 77, 82, 65, 71
 2771, 14, 60, 68, 41, 77, 59, 77, 61, 72
 2657, 13, 27, 56, 64, 78, 43, 73, 55, 59
  272, 14, 31, 61, 74, 90, 53, 87, 61, 65
 2532, 14, 75, 52, 33, 76, 72, 73, 54, 55
  436, 15, 73, 53, 31, 78, 73, 87, 52, 55
 2796, 17, 79, 52, 31, 85, 71, 86, 55, 56
 3098, 14, 28, 62, 71, 84, 46, 79, 60, 58
 2568, 14, 31, 61, 71, 75, 51, 75, 61, 59
  566, 80, 33, 31, 17, 61, 32, 53, 52, 33
  350, 17, 76, 85, 48, 84, 70, 93, 77, 78
 3085, 15, 28, 57, 69, 79, 46, 77, 54, 57
 2716, 78, 29, 32, 14, 64, 28, 60, 45, 29
 2434, 14, 68, 44, 28, 83, 56, 79, 45, 50
  243, 16, 79, 53, 31, 86, 67, 85, 55, 59
  410, 16, 30, 57, 69, 86, 50, 89, 61, 67
  380, 15, 84, 56, 31, 72, 78, 74, 58, 62
  681, 16, 64, 74, 44, 77, 57, 75, 65, 69
 2696, 14, 63, 70, 42, 83, 51, 79, 58, 71
 2043, 13, 26, 58, 72, 86, 54, 80, 56, 62
 2059, 13, 64, 44, 28, 76, 60, 75, 53, 42
  165, 15, 45, 70, 45, 80, 54, 69, 60, 70
 2039, 13, 38, 66, 57, 81, 48, 82, 52, 68
 2621, 14, 68, 43, 29, 77, 61, 79, 55, 47
 2584, 17, 78, 49, 32, 76, 70, 75, 53, 52
  576, 18, 80, 53, 32, 78, 72, 77, 60, 61
 3097, 15, 27, 55, 65, 80, 51, 79, 55, 60
 2223, 16, 27, 64, 73, 82, 54, 80, 61, 64
  468, 15, 84, 56, 32, 76, 74, 67, 61, 61
  821, 14, 83, 54, 31, 76, 75, 74, 62, 54
  434, 16, 86, 58, 33, 78, 80, 78, 60, 62
 3125, 14, 46, 67, 45, 76, 48, 70, 61, 62
  269, 14, 43, 77, 63, 84, 55, 79, 61, 77
 2187, 75, 28, 31, 13, 63, 29, 54, 39, 29
 3107, 13, 57, 69, 41, 77, 50, 73, 64, 67
  604, 17, 30, 65, 80, 96, 55, 87, 65, 75
 2772, 15, 79, 49, 31, 83, 64, 85, 57, 53
  683, 16, 48, 89, 82, 85, 63, 80, 82, 92
 2061, 14, 65, 42, 30, 72, 57, 70, 55, 46
 3063, 66, 29, 30, 15, 65, 31, 64, 40, 30
 3088, 14, 46, 67, 40, 79, 46, 75, 56, 69
 3008, 17, 80, 54, 32, 77, 68, 80, 57, 61
 2597, 16, 50, 70, 44, 82, 49, 79, 63, 64
 2728, 16, 76, 50, 30, 76, 68, 78, 60, 53
  552, 16, 47, 89, 83, 91, 60, 87, 68, 80
 3122, 16, 73, 47, 30, 70, 69, 74, 46, 55
   85, 17, 29, 54, 66, 81, 61, 73, 60, 58
    5, 19, 88, 62, 33, 85, 84, 89, 58, 67
 3136, 12, 62, 42, 29, 68, 54, 67, 42, 47
  103, 16, 78, 55, 32, 80, 74, 80, 61, 62
   44, 15, 30, 54, 75, 83, 66, 77, 64, 70
  815, 70, 32, 31, 15, 62, 32, 60, 44, 31
  833, 15, 72, 53, 35, 77, 72, 77, 60, 59
  637, 15, 55, 89, 59, 83, 63, 84, 82, 90
  751, 16, 32, 51, 83, 85, 76, 84, 62, 73
 3044, 18, 63, 73, 43, 78, 52, 83, 63, 75
 2945, 12, 27, 60, 69, 90, 50, 82, 62, 57
  179, 15, 34, 58, 85, 86, 81, 82, 69, 78
  456, 18, 46, 83, 67, 79, 59, 79, 64, 82
  733, 15, 52, 74, 52, 80, 58, 68, 63, 76
 3082, 67, 28, 27, 15, 62, 29, 62, 39, 30
  116, 18, 59, 79, 56, 91, 64, 88, 74, 83
  145, 17, 71, 45, 29, 83, 63, 82, 51, 51
  614, 74, 34, 31, 17, 74, 29, 77, 47, 30
  187, 78, 29, 31, 18, 73, 30, 70, 45, 35
 3120, 13, 29, 46, 65, 81, 61, 78, 56, 61
 3135, 14, 62, 44, 25, 74, 53, 71, 42, 42
 2235, 69, 27, 29, 14, 70, 28, 72, 39, 29
 2773, 13, 71, 51, 30, 83, 64, 75, 50, 52
 2726, 17, 71, 52, 29, 74, 65, 68, 56, 47
 2980, 16, 53, 70, 49, 80, 54, 85, 67, 71
  623, 16, 83, 51, 33, 78, 68, 73, 57, 54
 3087, 12, 36, 68, 55, 85, 45, 80, 62, 68
 2077, 14, 53, 60, 36, 82, 51, 78, 54, 64
 2081, 14, 43, 62, 45, 80, 46, 79, 52, 66
 2013, 15, 77, 52, 29, 83, 63, 86, 51, 53
  278, 76, 33, 31, 15, 76, 32, 78, 48, 36
 2450, 17, 71, 45, 49, 86, 61, 82, 49, 53
 2107, 17, 72, 48, 32, 80, 63, 78, 53, 49
 2812, 17, 31, 62, 71, 84, 54, 81, 65, 63
  404, 16, 33, 62, 77, 81, 54, 74, 67, 68
 3113, 15, 47, 66, 44, 78, 46, 74, 55, 65
  294, 16, 77, 52, 31, 72, 71, 76, 50, 56
 3050, 17, 66, 79, 46, 86, 54, 88, 68, 75
 2914, 13, 64, 44, 30, 76, 57, 70, 44, 47
  554, 16, 33, 81, 91, 96, 66, 82, 68, 78
 2959, 16, 66, 47, 27, 72, 68, 72, 47, 48
 3095, 16, 45, 72, 50, 75, 52, 74, 60, 68
  707, 79, 34, 33, 17, 74, 31, 76, 44, 36
 3130, 65, 30, 31, 13, 66, 27, 60, 35, 31
  488, 16, 41, 70, 63, 87, 63, 82, 64, 77
 2309, 14, 58, 72, 40, 78, 51, 80, 60, 73
 3054, 16, 75, 52, 33, 83, 70, 84, 56, 53
 2534, 14, 75, 50, 31, 89, 72, 86, 54, 51
